person_id,primary_role,name,courtesy_name,pseudonym,choronym,birth_death,period_ref,source_book,source_chapter,original_text
P_17394,Painter,阮知誨,,,成都,,后蜀,《益州名画录》,卷中,"阮知誨者, 成都人也。攻畫女郎, 筆蹤妍麗, 及 善寫真。王氏乾德年, 寫《少主真》於大聖慈寺三學院經樓下。孟氏明德年, 寫《先主真》於三學院真堂內, 寫《福慶公主 真》《玉清公主真》於內庭 。知誨兩朝多寫皇姑帝戚, 渥澤纍遷, 授翰林待詔、銀青光祿大夫 、檢校尚書左僕射, 兼御史大夫 、上柱國。"
P_83297,Painter,張玫,,,成都,,唐/五代,《益州名画录》,卷中,"張玫, 成都人也。父授蜀翰林寫貌待詔, 賜緋。玫有超父之藝, 尤精寫貌及畫婦人, 鉛華 姿態, 綽有餘妍, 議者比之張萱 之儔 也。孟先主明德年, 於大聖慈寺三學院置真堂, 玫曾與故東川 董太尉（璋） 寫真, 先主惡之, 不為寫己。乃命阮知誨獨寫己真, 文武臣僚, 玫之筆也。（今并塗抹, 無畫蹤矣。）授翰林待詔, 賜紫金魚袋。玫有《自漢至唐治蜀君臣像》三卷。"
P_29788,Painter,呂嶤,,,京兆,,唐/五代,《益州名画录》,卷中,"呂嶤者, 京兆人也。
唐翰林待詔, 自京隨僖宗皇帝車駕至蜀, 授將佐 郎、守漢州雒縣 主簿, 賜緋魚袋。今大聖慈寺華嚴閣上 《天王部屬諸神》及《王 波利真》, 并嶤之筆, 見存。
竹虔者, 雍京人也。攻畫人物佛像。聞成都創起大聖慈寺, 欲將吳道玄《地獄變相》於寺畫焉。廣明年 隨駕到蜀, 左全已在多寶塔下畫竟 , 遂於 華嚴閣下後壁西畔畫丈六《天花瑞像》一堵。"
P_05444,Painter,竹虔,,,雍京,,五代,《益州名画录》,卷中,"竹虔者, 雍京人也。攻畫人物佛像。聞成都創起大聖慈寺, 欲將吳道玄《地獄變相》於寺畫焉。廣明年 隨駕到蜀, 左全已在多寶塔下畫竟 , 遂於 華嚴閣下後壁西畔畫丈六《天花瑞像》一堵。"
P_66038,Painter,周行通,,,蜀,,五代,《益州名画录》,卷中,"周行通者, 蜀人也。
攻畫人物鬼神、蕃馬戎服 、器械氊帳、鷹犬羊雁之類, 及川原放牧, 盡得其妍。有《李陵送蘇武圖》 《奪馬圖》《三困圖》 《射鵰圖》《陰山七騎圖》 , 蜀人皆傳周胡蕃馬為妙, 行通多髯故也。"
P_36973,Painter,孔嵩,,,蜀,,五代,《益州名画录》,卷中,"孔嵩者, 一名景, 蜀人也。幼攻花雀, 長 遇刁處士入蜀, 師其筆法。至晚年, 巾裹 衣服, 言論動止, 俱斆刁公。在蜀公侯 門四十餘載, 圖畫甚多, 人皆寶之。黃筌於石牛廟畫《龍》一堵, 黃居寀於諸葛廟畫《龍》一堵, 嵩於廣福院畫《龍》一堵, 蜿蜒怪狀, 不與常同, 逼視 遠觀, 勢欲躩躍, 時人 異 之。此三公畫龍宗師孫位, 位 宗顧愷 之、曹弗興行龍之筆。謝赫《古畫錄》 云: “弗興之筆, 代 不復傳, 秘閣 之內, 一龍而已。”魏赤烏元年 冬十月, （此赤烏是吳太祖 年號, 非魏武帝）。武帝遊青溪, 見一赤龍, 自天而下, 凌波而行, 遂命弗興圖之。武帝讚曰: “赤烏孟冬, 不時 見龍。青溪深澗, 奮鬣來空。有道則吉, 無德則兇。匪 兼雲雨, 靡 帶雷風。弗興畫畢, 未讚奇工。我因披閱, 蘊隆忡忡。”至宋文帝 時, 纍月亢旱, 祈禱無應, 乃取弗興畫龍置於水上, 應時畜水成霧, 經旬 霶霈。其所畫流落人間, 至今相傳。
【頁碼：125】


---"
P_16446,Painter,石恪,子專,,成都,,五代,《益州名画录》,卷中,"石恪, 字子專, 成都人也。幼無羈束, 長有聲名。雖博綜 儒學, 志唯好畫。攻古體人物, 斆張南本筆法。
有《田家社會圖》《鱉靈開峽圖》《夏禹治水圖》《新羅 人較力 圖》《陳子昂、盧藏用、宋之問、高適、畢搆、李白、孟浩然、王維、賀知章、司馬承禎 仙宗十友 圖》《嚴君平拔宅升僊 圖》《五星圖》《南北斗 圖》《壽星圖》 《儒佛道三教圖》 《道門三官五帝圖》。雖豪貴相請, 少有不足, 圖畫之中, 必有譏諷焉。城中寺觀壁畫亦多, 兵火後, 餘聖壽寺經閣院玄女堂《六十甲子神》、龍興觀仙遊閣下《龍虎君》, 並見存。
【頁碼：128】


---"
P_99770,Painter,杜措,,,蜀,,五代,《益州名画录》,卷中,"杜措者, 蜀人也。幼慕李昇山水, 長亦勤學, 廿年中晝夕不捨。今大聖慈寺六祖院傍《地藏菩薩》《竹石山水》一堵, 並院內羅漢閣上小壁《翠微寺禪和尚 真》, 三學院經堂上小壁《太子捨身喂餓虎》 一堵、《善惠仙人布髮掩泥》 一堵, 并措之筆, 見存。"
P_33375,Painter,杜弘義,,老朱,蜀州晉原,,五代,《益州名画录》,卷中,"杜弘義者, 蜀州晉原 人也。攻畫佛像、羅漢。今寶曆寺東廊下一堵《文殊》、西廊下一堵《普賢》, 及《行道高僧》十餘堵, 見存。蜀人相傳杜老朱羅漢為妙, 老朱, 弘義小字。"
P_21125,Painter,杜子瓌,,,成都,,五代,《益州名画录》,卷中,"杜子瓌者, 成都人也。擅於賦採, 拂澹 偏長, 唯攻佛像。王蜀時, 於龍華泉東禪院畫《毗盧佛》, 據紅日輪, 乘碧蓮花座, 每誇同輩云: “某粧此圓光, 如日初出, 淺深瑩然, 無筆玷之跡 。” 見存。"
P_08033,Painter,杜敬安,,,,,五代,《益州名画录》,卷中,"敬安, 子瓌子也。美繼父蹤, 妙於佛像。今大聖慈寺普賢閣下《北方天王》、三學院羅漢閣下《無量壽尊》, 並敬安筆。蜀城寺院敬安父子圖畫佛像、羅漢甚衆, 蜀偏霸時, 江吳商賈入蜀, 多請其畫, 將歸本道。孟氏明德年, 授翰林待詔, 賜金魚袋。"
P_86909,Painter,蒲延昌,,,,,后蜀,《益州名画录》,卷中,"蒲延昌者, 師訓養子也。筆力遒健, 甚得師法。廣政中進畫, 授翰林待詔, 賜緋魚袋。時福感寺禮塔院僧模寫宋展子虔 《獅子》於壁, 延昌一見, 曰: “但得其樣, 未得其筆爾。” 遂畫《獅子》一圖, 獻通進 王昭遠。公有嬖妾患病, 是夕懸於臥內, 其疾頓減。王公召而問其神異, 延昌云: “宋展氏子虔於金陵延祚寺佛殿之內畫此二《獅子》, 患人因坐壁下, 或有愈者。梁昭明太子偶患風恙, 御醫無減, 吳興太守張僧繇模此二《獅子》, 密懸寢堂之內, 應夕而愈, 故名日辟邪。有此神驗久矣。” 展氏古本《獅子》, 一則奔走奮迅, 一則回擲咆哮。僧繇後亦繼之, 二獅子翻身、側視, 鬃尾俱就, 八分牙爪, 似二龍拏珠之狀, 其本至今相傳。延昌於諸葛廟壁畫亦多, 兵火後餘聖壽寺、青衣神廟《神鬼》《人物》數堵見存。"
P_57365,Painter,趙才,,,蜀,,后蜀,《益州名画录》,卷中,"趙才者, 蜀人也。攻畫人物、鬼神、甲馬。廣政年, 才與蒲師訓子父較敵其藝浣花甘亭侯廟, 頗當。神廟鬼神人物、旗幟甲馬, 及資福寺門《南、北二方天王》, 甲午歲 兵火, 倒損已盡。今存諸葛廟第三門兩畔《鬼神》兩堵, 見存。"
P_09378,Painter,程承辯,,,眉州彭山,,后蜀,《益州名画录》,卷中,"程承辯者, 眉州彭山人也。攻畫人物、鬼神。當孟氏廣政中, 與蒲師訓、蒲延昌、趙才, 遞相較敵其藝, 皆推妙手。兼善雕刻機巧、人物、鬼神、怪異、禽獸之類, 奇絕當時。今彭山縣洞明觀《天蓬、黑煞、玄武、火鈴》一堂, 存耳; 山王堂《遊變神鬼》一堵, 見存。"
P_30486,Painter,丘文播,,,漢州,,五代,《益州名画录》,卷中,"丘文播者, 漢州人也, 後改名潛。攻畫山水, 人物, 佛像, 神仙。今新都 乾明禪院《六祖》, 漢州崇教禪院《羅漢》, 紫極宮《二十四化神仙》, 皆文播筆, 見存。其有《花雀》, 文播男餘慶 畫。"
P_23075,Painter,阮惟德,,,,,后蜀,《益州名画录》,卷中,"惟德者, 知誨子也。襲承父藝, 美繼前蹤。子父同時入內供奉, 畫《貴公子夜晏 圖》《宮中賞春圖》《宮中戲鞦韆圖》《宮中七夕乞巧 圖》《宮中熨鐵 圖》《宮中按舞 圖》《宮中按樂 圖》, 皆畫當時宮苑, 亭臺, 花木, 皇妃, 帝后, 富貴之事, 精妙頗甚 。授翰林待詔, 將仕郎, 試太常寺齋郎, 賜緋魚袋。蜀廣政初, 荊湖商賈入蜀, 競 請惟德畫“川樣美人” 卷簇, 將歸本道, 以為奇物。"
P_92072,Painter,楊元真,,,東川雍中本二,,五代,《益州名画录》,卷中,"楊元真者, 石城山張玄 外族 也。攻畫佛像, 羅漢, 兼善粧鑾 。當王氏武成中, 善塑像者簡州許侯 , 東川雍中本二人, 時推妙手。今聖興寺天王院《天王及部屬》《熾盛光佛》 《九曜二十八宿》, 天長觀, 龍興觀, 龍虎宮, 並雍中本塑。大聖慈寺《熾盛光佛》《九曜二十八宿》, 華嚴閣下西畔《立釋迦像》, 并許侯塑。皆元真粧, 肉色髭髮, 衣紋錦繡, 及諸禽類, 備著奇功, 時輩罕及。今四天王寺壁畫《五臺山文殊菩薩變相》一堵, 元真筆, 見存。"
P_27571,Painter,陳若愚,,,左蜀,,五代,《益州名画录》,卷下,"道士陳若愚者, 左蜀人也。師張素卿畫, 遂衣道士服。師事素卿, 受其筆法。王氏永平, 廢興聖觀為軍營, 其觀有五金鑄《天尊形明皇御容》一軀, 移在大聖慈寺御容院供養。餘道門尊像殿堂, 皆就龍興觀起立, 今精思院北帝殿是也。殿上壁畫有青龍君、白虎君、朱雀君、玄武君四像, 並若愚筆, 見存。"
P_77746,Painter,張景思,,,,,五代,《益州名画录》,卷下,"張景思者, 金水石城山張玄之裔也。思之一族, 世傳圖畫佛像、羅漢。景思王氏永平年於聖壽寺北廊下畫《降魔變相》一堵, 見存。"
P_08174,Painter,麻居禮,,,蜀,,五代,《益州名画录》,卷下,"麻居禮者, 蜀人也。幼師張南本筆法, 親得其訣。光化、天復年, 聲跡已喧。資、簡、邛、蜀州寺觀壁畫甚多。今聖壽寺偏門北畔畫《八難觀音》一堵, 見存。"
P_14686,Painter,僧楚安,,俗姓句氏,蜀州什邡,,后蜀,《益州名画录》,卷下,"僧楚安, 蜀州什邡人也, 俗姓句氏。攻畫人物、樓臺, 有《明皇幸華清宮避暑圖》《吳王宴姑蘇臺圖》, 此二圖皆畫於墻壁、圖簇、團扇之上, 其墻壁、圖簇、團扇大小雖殊, 功夫并無減者。奇巧如此, 當時公侯相重, 皆稱妙手。今大聖慈寺三學院大廳後《明皇帝幸華清宮避暑圖》一堵, 楚安筆, 見存。僧惠堅者, 蜀人也。亦好圖畫, 而最謬焉。廣政中三學院僧請畫《姑蘇臺》一堵, 對句楚安《避暑宮圖》, 識者以為無鑒之甚也, 今亦見存。恐後人誤認, 故附而正之。"
P_63605,Painter,滕昌祐,勝華,滕書,吳,,唐/五代,《益州名画录》,卷下,"滕昌祐, 字勝華。先本吳人, 隨僖宗入蜀, 以文學從事。唯昌祐不婚不仕, 書畫是好, 情性高潔, 不肯趨時。常於所居樹竹石杞菊, 種名花異草木, 以資其畫。歿時年齒八十有五。初, 攻畫無師, 唯寫生物, 以似為功而已。有《蟲魚圖》《蟬蝶圖》《生菜圖》《折枝花圖》《折枝果子圖》《雜竹樣》, 造夾紵果子。隨類傅色, 并擬諸生。攻書, 時呼“滕書”。今大聖慈寺文殊閣、普賢閣、蕭相院、方丈院、多利心院、藥師院, 《天花瑞像》數額, 并昌祐筆也。其畫蟬蝶草蟲, 謂之“點畫”, 蓋唐時陸果、劉褒之類也。其畫折枝花, 下筆輕利, 用色鮮妍, 蓋唐時邊鸞之類也。"
P_97780,Painter,姜道隱,,木柔頭,蜀州綿竹,,五代,《益州名画录》,卷下,"姜道隱者, 蜀州綿竹人也。年纔齠齔, 盡日不歸, 父母尋之, 多於神佛廟中畫處纔見。及長, 為人木訥, 不務農桑, 唯畫是好。不畜妻孥, 孑然一身。常戴一竹笠, 布衣、草履、筆墨而已, 雖父母兄弟亦罕測其行止, 人皆呼為“木柔頭”, （蜀語謂其鬢髮蓬鬆）。僞相趙國公（昊）知其性跡, 請畫屏風。相公問何姓名, 蜀語對云: “姜姓無名。” 相國曰: “既無名, 何不以道隱名之?” 自此始名焉。宋王趙公（庭隱）於净眾寺, 創一禪院, 請道隱於長老方丈畫山水松石數堵。宋王與諸侍從觀其運筆, 道隱未嘗回顧, 旁若無人。畫畢, 王贈之十縑, 置僧堂前, 拂衣而後去。他皆放此。今綿竹縣山觀寺多有畫壁, 見存。
【頁碼：156】


---"
P_28331,Painter,禪月大師,德隱,俗姓姜氏,婺州金溪,,五代,《益州名画录》,卷下,"禪月大師, 婺州金溪人也。俗姓姜氏, 名貫休, 字德隱。天復年入蜀, 王先主賜紫衣、師號。師之詩名高節, 宇內鹹知, 善草書、圖畫, 時人比諸懷素。師閻立本, 畫《羅漢》十六幀, 龐眉大目者、朵頤隆鼻者、倚松石者、坐山水者, 胡貌梵相, 曲盡其態。或問之,云: “休自夢中所覩爾。” 又畫《釋迦十弟子》, 亦如此類。人皆異之, 頗為門弟子所寶。當時卿相, 皆有歌詩求其筆, 唯可見而不可得也。太平興國年初, 太宗皇帝搜訪古畫日, 給事中程公（羽）牧蜀, 將貫休《羅漢》十六幀為古畫進呈。"
P_58855,Painter,張詢,,,南海,,五代,《益州名画录》,卷下,"張詢者, 南海人也。爰自鄉薦下第, 久住帝京, 精於小筆。中和年隨駕到蜀, 與昭覺寺休夢長老故交, 遂依託焉。忽一日, 長老請於本寺大慈堂後留少筆蹤, 畫一堵早景、一堵午景、一堵晚景, 謂之《三時山》, 蓋貌吳中山水, 頗甚工。畫畢之日, 遇僖宗駕幸茲寺, 盡日歎賞。王氏朝皇太子簡王欲要遷於東宮, 為壁泥通枋, 移損不全, 乃寢前命, 今見存。"
P_04038,Painter,宋藝,,,蜀,,唐/五代,《益州名画录》,卷下,"宋藝, 蜀人也。攻寫真。王蜀時, 充翰林寫貌待詔, 模寫大唐二十一帝聖容, 及當時供奉道士葉法善、禪僧一行、沙門海會、內侍高力士於大聖慈寺玄宗御容院上壁, 今見存。"
P_18057,Painter,李壽儀,,李水墨,邛州依政,,后蜀,《益州名画录》,卷下,"道士李壽儀者, 邛州依政人也。壯年慕道, 於本縣有德觀為道士。齋醮之外, 專精畫業, 人呼為“李水墨”, 多畫道門尊像。往來青城山丈人觀, 宗師張素卿筆法, 每點簇五嶽四瀆部屬, 歸家習學之, 如此數年。簡州開元觀有張素卿畫《十二仙君》一堂（乾德四年）遭火所焚, 廣政中壽儀往彼焚香齋潔模寫, 將歸邛州天師觀西院上畫其壁, 但窮精粹, 筆力因於素卿, 神彩氣運, 有過時流, 一堂六堵, 見存。"
P_37213,Painter,僧令宗,,,,,五代,《益州名画录》,卷下,"僧令宗, 丘文播異姓弟也。攻畫山水、人物、佛像、天王。今大聖慈寺三學院下、經樓院下兩畔《四天王》兩堵, 放生池揭諦堂內《六祖》, 并令宗筆, 見存。"
P_15995,Painter,丘文曉,,,,,后蜀,《益州名画录》,卷下,"丘文曉, 播弟也。攻畫花雀、人物、佛像。今净衆寺延壽禪院《天王》《祖師》及《諸高僧》《竹石花雀》二十餘堵, 廣政癸卯歲, 文曉與僧令宗合手描畫, 今見存。"
