location_id,name,type,historical_names,modern_address,coordinates,source_book,source_chapter,source_text
loc_0035,九岗,Natural_Feature,,陕西省西安市（龙首原附近）,"34.3000, 108.9500",《唐朝名画录》,神品下七人 物理页面 第 8 页,太宗朝官至刑部侍郎，位居宰相。与兄立德<sup>〔2〕</sup>齐名于当世，尝奉诏写太宗御容。后有佳手传写于玄都观<sup>〔3〕</sup>东壁前间，以镇九岗<sup>〔4〕</sup>之气，犹可仰神武之英威也。
loc_0036,南山,Natural_Feature,太乙山; 终南山,陕西省西安市（终南山）,"34.0000, 108.9500",《唐朝名画录》,神品下七人 物理页面 第 8 页,《职贡图》异方人物诡怪之质，自梁、魏以来名手，不可过也。时南山有猛兽害人，太宗使饶勇者往捕之，不获；又虢王元凤<sup>〔5〕</sup>忠义奋发，往射之，一箭而毙。
loc_0037,玄武池,Natural_Feature,,陕西省西安市（唐长安城北）,"34.3000, 108.9500",《唐朝名画录》,神品下七人 物理页面 第 9 页,太宗壮之，使其弟立本图其状，鞍马、仆从皆若真，观者莫不惊叹其神妙。又太宗幸玄武池，见☐☐<sup>〔6〕</sup>戏，召立本图之。左右误呼云：“宣画师。”立本大耻之，遂绝笔，诫诸子弟不令学画。先图秦府十八学士<sup>〔7〕</sup>凌烟阁二十四功臣<sup>〔8〕</sup>等，实亦辉映今古。惟《职贡》、《卤簿》<sup>〔9〕</sup>等图，与立德皆同制之。又云慈恩寺画功德<sup>〔10〕</sup>亲手设色，不见其踪迹，凡画人物冠冕车服，皆神妙也。李嗣真云：“立本虽师于郑法士<sup>〔11〕</sup>，实亦过之。”后有王知慎<sup>〔12〕</sup>者，亦师范于立本，甚得其笔力。立德乃神品，知慎乃妙品。
loc_0038,秦府,Building,天策府; 秦王府,陕西省西安市,"34.2655, 108.9543",《唐朝名画录》,神品下七人 物理页面 第 9 页,太宗壮之，使其弟立本图其状，鞍马、仆从皆若真，观者莫不惊叹其神妙。又太宗幸玄武池，见☐☐<sup>〔6〕</sup>戏，召立本图之。左右误呼云：“宣画师。”立本大耻之，遂绝笔，诫诸子弟不令学画。先图秦府十八学士<sup>〔7〕</sup>凌烟阁二十四功臣<sup>〔8〕</sup>等，实亦辉映今古。惟《职贡》、《卤簿》<sup>〔9〕</sup>等图，与立德皆同制之。又云慈恩寺画功德<sup>〔10〕</sup>亲手设色，不见其踪迹，凡画人物冠冕车服，皆神妙也。李嗣真云：“立本虽师于郑法士<sup>〔11〕</sup>，实亦过之。”后有王知慎<sup>〔12〕</sup>者，亦师范于立本，甚得其笔力。立德乃神品，知慎乃妙品。
loc_0039,凌烟阁,Building,太极宫凌烟阁,陕西省西安市（唐太极宫内）,"34.2850, 108.9450",《唐朝名画录》,神品下七人 物理页面 第 9 页,太宗壮之，使其弟立本图其状，鞍马、仆从皆若真，观者莫不惊叹其神妙。又太宗幸玄武池，见☐☐<sup>〔6〕</sup>戏，召立本图之。左右误呼云：“宣画师。”立本大耻之，遂绝笔，诫诸子弟不令学画。先图秦府十八学士<sup>〔7〕</sup>凌烟阁二十四功臣<sup>〔8〕</sup>等，实亦辉映今古。惟《职贡》、《卤簿》<sup>〔9〕</sup>等图，与立德皆同制之。又云慈恩寺画功德<sup>〔10〕</sup>亲手设色，不见其踪迹，凡画人物冠冕车服，皆神妙也。李嗣真云：“立本虽师于郑法士<sup>〔11〕</sup>，实亦过之。”后有王知慎<sup>〔12〕</sup>者，亦师范于立本，甚得其笔力。立德乃神品，知慎乃妙品。
loc_0040,慈恩寺（子空间: 塔前）,Building_Space,大慈恩寺,陕西省西安市,"34.2655, 108.9543",《唐朝名画录》,神品下七人 物理页面 第 9 页,吐火罗国人。贞观初其国王以丹青奇妙，荐之阙下；又云：其国尚有兄甲僧，未见其画踪也。乙僧今慈恩寺塔前功德，又凹凸花面中间千手眼太悲精妙之状，不可名焉；又光泽寺<sup>〔14〕</sup>七宝台后面画《降魔像》千怪万状，实奇踪也。凡画功德、人物、花鸟、皆是外国之物像，非中华之威仪。前辈云：“尉迟僧，阎立本之比也。”景玄尝以阎画外国之人，未尽其妙；尉迟画中华之像，抑亦未闻。由是评之，所攻各异，其故居神品也。
loc_0041,吐火罗国,Foreign_Region,睹货罗,中亚阿富汗、塔吉克斯坦一带,"38.0000, 69.0000",《唐朝名画录》,神品下七人 物理页面 第 9 页,吐火罗国人。贞观初其国王以丹青奇妙，荐之阙下；又云：其国尚有兄甲僧，未见其画踪也。乙僧今慈恩寺塔前功德，又凹凸花面中间千手眼太悲精妙之状，不可名焉；又光泽寺<sup>〔14〕</sup>七宝台后面画《降魔像》千怪万状，实奇踪也。凡画功德、人物、花鸟、皆是外国之物像，非中华之威仪。前辈云：“尉迟僧，阎立本之比也。”景玄尝以阎画外国之人，未尽其妙；尉迟画中华之像，抑亦未闻。由是评之，所攻各异，其故居神品也。
loc_0042,阙下,Building_Space,,陕西省西安市（皇宫门前）,"34.2800, 108.9500",《唐朝名画录》,神品下七人 物理页面 第 9 页,吐火罗国人。贞观初其国王以丹青奇妙，荐之阙下；又云：其国尚有兄甲僧，未见其画踪也。乙僧今慈恩寺塔前功德，又凹凸花面中间千手眼太悲精妙之状，不可名焉；又光泽寺<sup>〔14〕</sup>七宝台后面画《降魔像》千怪万状，实奇踪也。凡画功德、人物、花鸟、皆是外国之物像，非中华之威仪。前辈云：“尉迟僧，阎立本之比也。”景玄尝以阎画外国之人，未尽其妙；尉迟画中华之像，抑亦未闻。由是评之，所攻各异，其故居神品也。
loc_0043,光泽寺,Temple,,陕西省西安市,"34.2655, 108.9543",《唐朝名画录》,神品下七人 物理页面 第 9 页,吐火罗国人。贞观初其国王以丹青奇妙，荐之阙下；又云：其国尚有兄甲僧，未见其画踪也。乙僧今慈恩寺塔前功德，又凹凸花面中间千手眼太悲精妙之状，不可名焉；又光泽寺<sup>〔14〕</sup>七宝台后面画《降魔像》千怪万状，实奇踪也。凡画功德、人物、花鸟、皆是外国之物像，非中华之威仪。前辈云：“尉迟僧，阎立本之比也。”景玄尝以阎画外国之人，未尽其妙；尉迟画中华之像，抑亦未闻。由是评之，所攻各异，其故居神品也。
loc_0044,光泽寺（子空间: 七宝台）,Building_Space,,陕西省西安市,"34.2655, 108.9543",《唐朝名画录》,神品下七人 物理页面 第 9 页,吐火罗国人。贞观初其国王以丹青奇妙，荐之阙下；又云：其国尚有兄甲僧，未见其画踪也。乙僧今慈恩寺塔前功德，又凹凸花面中间千手眼太悲精妙之状，不可名焉；又光泽寺<sup>〔14〕</sup>七宝台后面画《降魔像》千怪万状，实奇踪也。凡画功德、人物、花鸟、皆是外国之物像，非中华之威仪。前辈云：“尉迟僧，阎立本之比也。”景玄尝以阎画外国之人，未尽其妙；尉迟画中华之像，抑亦未闻。由是评之，所攻各异，其故居神品也。
loc_0045,光泽寺（子空间: 七宝台后面）,Building_Space,,陕西省西安市,"34.2655, 108.9543",《唐朝名画录》,神品下七人 物理页面 第 9 页,吐火罗国人。贞观初其国王以丹青奇妙，荐之阙下；又云：其国尚有兄甲僧，未见其画踪也。乙僧今慈恩寺塔前功德，又凹凸花面中间千手眼太悲精妙之状，不可名焉；又光泽寺<sup>〔14〕</sup>七宝台后面画《降魔像》千怪万状，实奇踪也。凡画功德、人物、花鸟、皆是外国之物像，非中华之威仪。前辈云：“尉迟僧，阎立本之比也。”景玄尝以阎画外国之人，未尽其妙；尉迟画中华之像，抑亦未闻。由是评之，所攻各异，其故居神品也。
loc_0051,宝应寺,Temple,长安宝应寺,陕西省西安市,"34.2655, 108.9543",《唐朝名画录》,神品下七人 物理页面 第 11 页,又宝应寺<sup>〔23〕</sup>三门神、西院北方天王<sup>〔24〕</sup>、佛殿前面菩萨及净土<sup>〔25〕</sup>壁、资圣寺<sup>〔26〕</sup>北门二十四圣，皆奇踪也。画高僧、鞍马、菩萨、鬼神等，并传于世。
loc_0052,宝应寺（子空间: 三门）,Building_Space,长安宝应寺,陕西省西安市,"34.2655, 108.9543",《唐朝名画录》,神品下七人 物理页面 第 11 页,又宝应寺<sup>〔23〕</sup>三门神、西院北方天王<sup>〔24〕</sup>、佛殿前面菩萨及净土<sup>〔25〕</sup>壁、资圣寺<sup>〔26〕</sup>北门二十四圣，皆奇踪也。画高僧、鞍马、菩萨、鬼神等，并传于世。
loc_0053,宝应寺（子空间: 西院）,Building_Space,长安宝应寺,陕西省西安市,"34.2655, 108.9543",《唐朝名画录》,神品下七人 物理页面 第 11 页,又宝应寺<sup>〔23〕</sup>三门神、西院北方天王<sup>〔24〕</sup>、佛殿前面菩萨及净土<sup>〔25〕</sup>壁、资圣寺<sup>〔26〕</sup>北门二十四圣，皆奇踪也。画高僧、鞍马、菩萨、鬼神等，并传于世。
loc_0054,宝应寺（子空间: 佛殿前面）,Building_Space,长安宝应寺,陕西省西安市,"34.2655, 108.9543",《唐朝名画录》,神品下七人 物理页面 第 11 页,又宝应寺<sup>〔23〕</sup>三门神、西院北方天王<sup>〔24〕</sup>、佛殿前面菩萨及净土<sup>〔25〕</sup>壁、资圣寺<sup>〔26〕</sup>北门二十四圣，皆奇踪也。画高僧、鞍马、菩萨、鬼神等，并传于世。
loc_0055,宝应寺（子空间: 净土壁）,Building_Space,长安宝应寺,陕西省西安市,"34.2655, 108.9543",《唐朝名画录》,神品下七人 物理页面 第 11 页,又宝应寺<sup>〔23〕</sup>三门神、西院北方天王<sup>〔24〕</sup>、佛殿前面菩萨及净土<sup>〔25〕</sup>壁、资圣寺<sup>〔26〕</sup>北门二十四圣，皆奇踪也。画高僧、鞍马、菩萨、鬼神等，并传于世。
loc_0056,资圣寺,Temple,长安资圣寺,陕西省西安市,"34.2655, 108.9543",《唐朝名画录》,神品下七人 物理页面 第 11 页,又宝应寺<sup>〔23〕</sup>三门神、西院北方天王<sup>〔24〕</sup>、佛殿前面菩萨及净土<sup>〔25〕</sup>壁、资圣寺<sup>〔26〕</sup>北门二十四圣，皆奇踪也。画高僧、鞍马、菩萨、鬼神等，并传于世。
loc_0057,资圣寺（子空间: 北门）,Building_Space,长安资圣寺,陕西省西安市,"34.2655, 108.9543",《唐朝名画录》,神品下七人 物理页面 第 11 页,又宝应寺<sup>〔23〕</sup>三门神、西院北方天王<sup>〔24〕</sup>、佛殿前面菩萨及净土<sup>〔25〕</sup>壁、资圣寺<sup>〔26〕</sup>北门二十四圣，皆奇踪也。画高僧、鞍马、菩萨、鬼神等，并传于世。
loc_0058,宝应寺（子空间: 西院山水松石之壁）,Building_Space,长安宝应寺,陕西省西安市,"34.2655, 108.9543",《唐朝名画录》,神品下七人 物理页面 第 11 页,员外，衣冠文学；时之名流，画松石、山水，当代擅价。惟松树特出古今，能用笔法。尝以手握双管，一时齐下，一为生枝，一为枯枝。气傲烟霞，势凌风雨。槎枒之形，鳞皴之状，随意纵横，应手间出。生枝则润含春泽；枯枝则惨同秋色。其山水之状，则高低秀丽，咫尺重深，石尖欲落，泉喷如吼。其近也若逼人而寒，其远也若极天之尽。所画图障，人间至多。今宝应寺西院山水松石之壁，亦有题记。精巧之迹，可居神品也。
loc_0059,秘书省,Government_Office,兰台; 麟台,陕西省西安市（皇宫内）,"34.2800, 108.9500",《唐朝名画录》,神品下七人 物理页面 第 11 页,天后朝位至宰辅，文章学术，名冠时流。学书师褚河南<sup>〔29〕</sup>，时称买褚得薛，不失其节，画踪如阎立本，今秘书省<sup>〔30〕</sup>有画鹤，时号一绝。曾旅游新安郡<sup>〔31〕</sup>遇李白，因相留，请书永安<sup>〔32〕</sup>寺额，兼画西方佛一壁。笔力潇洒，风姿逸秀，曹张之匹也。二迹之妙，李翰林<sup>〔33〕</sup>题赞现在。又蜀郡亦有鹤并佛像、菩萨，青牛等传于世并居神品。
loc_0060,新安郡,Admin_Region,徽州; 歙州,安徽省黄山市、歙县一带,"29.8600, 118.4300",《唐朝名画录》,神品下七人 物理页面 第 11 页,天后朝位至宰辅，文章学术，名冠时流。学书师褚河南<sup>〔29〕</sup>，时称买褚得薛，不失其节，画踪如阎立本，今秘书省<sup>〔30〕</sup>有画鹤，时号一绝。曾旅游新安郡<sup>〔31〕</sup>遇李白，因相留，请书永安<sup>〔32〕</sup>寺额，兼画西方佛一壁。笔力潇洒，风姿逸秀，曹张之匹也。二迹之妙，李翰林<sup>〔33〕</sup>题赞现在。又蜀郡亦有鹤并佛像、菩萨，青牛等传于世并居神品。
loc_0061,永安寺,Temple,,安徽省黄山市附近,"29.7100, 118.3300",《唐朝名画录》,神品下七人 物理页面 第 11 页,天后朝位至宰辅，文章学术，名冠时流。学书师褚河南<sup>〔29〕</sup>，时称买褚得薛，不失其节，画踪如阎立本，今秘书省<sup>〔30〕</sup>有画鹤，时号一绝。曾旅游新安郡<sup>〔31〕</sup>遇李白，因相留，请书永安<sup>〔32〕</sup>寺额，兼画西方佛一壁。笔力潇洒，风姿逸秀，曹张之匹也。二迹之妙，李翰林<sup>〔33〕</sup>题赞现在。又蜀郡亦有鹤并佛像、菩萨，青牛等传于世并居神品。
loc_0062,蜀郡,Admin_Region,成都府; 益州,四川省成都市,"30.6586, 104.0648",《唐朝名画录》,神品下七人 物理页面 第 11 页,天后朝位至宰辅，文章学术，名冠时流。学书师褚河南<sup>〔29〕</sup>，时称买褚得薛，不失其节，画踪如阎立本，今秘书省<sup>〔30〕</sup>有画鹤，时号一绝。曾旅游新安郡<sup>〔31〕</sup>遇李白，因相留，请书永安<sup>〔32〕</sup>寺额，兼画西方佛一壁。笔力潇洒，风姿逸秀，曹张之匹也。二迹之妙，李翰林<sup>〔33〕</sup>题赞现在。又蜀郡亦有鹤并佛像、菩萨，青牛等传于世并居神品。
loc_0063,玄武门,Building,,陕西省西安市（唐大明宫/太极宫北门）,"34.2950, 108.9600",《唐朝名画录》,妙品上八人 物理页面 第 15 页,京兆人也，明皇时以画鞍马、异兽独擅其名。时人号称“韦画四足，无不妙也。”开元、天宝中，外国曾献狮子，既画毕，酷似其状。后狮子放归本国，惟画者在焉。凡展图观览，百兽见之，皆惊惧。又明皇射猎，一箭中两野猪，诏于玄武门<sup>〔2〕</sup>写之，传在人间，皆妙之极也。景玄按:以百兽之性，有雄毅逸群之骏，有驯狎顺人之良;爪距既殊，毛鬣各异。前辈或状其怒则张口，状其喜则垂头<sup>〔3〕</sup>，
loc_0064,京师,City,长安,陕西省西安市,"34.2655, 108.9543",《唐朝名画录》,妙品上八人 物理页面 第 16 页,"吴郡人,得山水之妙。自江湖至京师,壁障卷轴,家藏户珍。又唐安寺<sup>〔5〕</sup>讲堂西壁,最得其意。其峻极之状,重深之妙,潭色若澄,石文似裂,岳耸笔下,云起锋端,咫尺之地,溪谷幽邃,松篁交加,云雨暗淡,虽出前贤之胸臆,实为后代之模楷也。故居妙上品。人物、竹木居能品。"
loc_0065,江湖,Natural_Feature,,泛指长江、洞庭湖等南方水系区域,"29.5000, 113.0000",《唐朝名画录》,妙品上八人 物理页面 第 16 页,"吴郡人,得山水之妙。自江湖至京师,壁障卷轴,家藏户珍。又唐安寺<sup>〔5〕</sup>讲堂西壁,最得其意。其峻极之状,重深之妙,潭色若澄,石文似裂,岳耸笔下,云起锋端,咫尺之地,溪谷幽邃,松篁交加,云雨暗淡,虽出前贤之胸臆,实为后代之模楷也。故居妙上品。人物、竹木居能品。"
loc_0066,唐安寺,Temple,长安唐安寺,陕西省西安市,"34.2655, 108.9543",《唐朝名画录》,妙品上八人 物理页面 第 16 页,"吴郡人,得山水之妙。自江湖至京师,壁障卷轴,家藏户珍。又唐安寺<sup>〔5〕</sup>讲堂西壁,最得其意。其峻极之状,重深之妙,潭色若澄,石文似裂,岳耸笔下,云起锋端,咫尺之地,溪谷幽邃,松篁交加,云雨暗淡,虽出前贤之胸臆,实为后代之模楷也。故居妙上品。人物、竹木居能品。"
loc_0067,唐安寺（子空间: 讲堂）,Building_Space,长安唐安寺,陕西省西安市,"34.2655, 108.9543",《唐朝名画录》,妙品上八人 物理页面 第 16 页,"吴郡人,得山水之妙。自江湖至京师,壁障卷轴,家藏户珍。又唐安寺<sup>〔5〕</sup>讲堂西壁,最得其意。其峻极之状,重深之妙,潭色若澄,石文似裂,岳耸笔下,云起锋端,咫尺之地,溪谷幽邃,松篁交加,云雨暗淡,虽出前贤之胸臆,实为后代之模楷也。故居妙上品。人物、竹木居能品。"
loc_0068,唐安寺（子空间: 讲堂西壁）,Building_Space,长安唐安寺,陕西省西安市,"34.2655, 108.9543",《唐朝名画录》,妙品上八人 物理页面 第 16 页,"吴郡人,得山水之妙。自江湖至京师,壁障卷轴,家藏户珍。又唐安寺<sup>〔5〕</sup>讲堂西壁,最得其意。其峻极之状,重深之妙,潭色若澄,石文似裂,岳耸笔下,云起锋端,咫尺之地,溪谷幽邃,松篁交加,云雨暗淡,虽出前贤之胸臆,实为后代之模楷也。故居妙上品。人物、竹木居能品。"
loc_0069,蓝田,Admin_Region,,陕西省西安市蓝田县,"34.1500, 109.3200",《唐朝名画录》,妙品上八人 物理页面 第 16 页,"字摩诘,官至尚书右丞,家于蓝田辋川。兄弟并以科名文学,冠绝当时,故时称“朝廷左相笔,天下右丞诗”也<sup>〔6〕</sup>。其画山水松石,踪似吴生,而风致标格特出。今京都千福寺<sup>〔7〕</sup>西塔院有掩障一合,画青枫树一图。又尝写诗人襄阳孟浩然《马上吟诗图》,见传于世。复画《辋川图》,山谷郁郁盘盘;云水飞动,意出尘外,怪生笔端。尝自题诗云:“当世谬词客,前身应画师。”其自负也如此。慈恩寺东院与毕庶子<sup>〔8〕</sup>,郑广文<sup>〔9〕</sup>各画一小壁,时号三绝。故庾右丞<sup>〔10〕</sup>宅有壁画山水兼题记,亦当时之妙。"
loc_0070,辋川,Natural_Feature,,陕西省西安市蓝田县辋川镇,"34.1000, 109.4000",《唐朝名画录》,妙品上八人 物理页面 第 16 页,"字摩诘,官至尚书右丞,家于蓝田辋川。兄弟并以科名文学,冠绝当时,故时称“朝廷左相笔,天下右丞诗”也<sup>〔6〕</sup>。其画山水松石,踪似吴生,而风致标格特出。今京都千福寺<sup>〔7〕</sup>西塔院有掩障一合,画青枫树一图。又尝写诗人襄阳孟浩然《马上吟诗图》,见传于世。复画《辋川图》,山谷郁郁盘盘;云水飞动,意出尘外,怪生笔端。尝自题诗云:“当世谬词客,前身应画师。”其自负也如此。慈恩寺东院与毕庶子<sup>〔8〕</sup>,郑广文<sup>〔9〕</sup>各画一小壁,时号三绝。故庾右丞<sup>〔10〕</sup>宅有壁画山水兼题记,亦当时之妙。"
loc_0071,千福寺,Temple,长安千福寺,陕西省西安市,"34.2655, 108.9543",《唐朝名画录》,妙品上八人 物理页面 第 16 页,"字摩诘,官至尚书右丞,家于蓝田辋川。兄弟并以科名文学,冠绝当时,故时称“朝廷左相笔,天下右丞诗”也<sup>〔6〕</sup>。其画山水松石,踪似吴生,而风致标格特出。今京都千福寺<sup>〔7〕</sup>西塔院有掩障一合,画青枫树一图。又尝写诗人襄阳孟浩然《马上吟诗图》,见传于世。复画《辋川图》,山谷郁郁盘盘;云水飞动,意出尘外,怪生笔端。尝自题诗云:“当世谬词客,前身应画师。”其自负也如此。慈恩寺东院与毕庶子<sup>〔8〕</sup>,郑广文<sup>〔9〕</sup>各画一小壁,时号三绝。故庾右丞<sup>〔10〕</sup>宅有壁画山水兼题记,亦当时之妙。"
loc_0072,千福寺（子空间: 西塔院）,Building_Space,长安千福寺,陕西省西安市,"34.2655, 108.9543",《唐朝名画录》,妙品上八人 物理页面 第 16 页,"字摩诘,官至尚书右丞,家于蓝田辋川。兄弟并以科名文学,冠绝当时,故时称“朝廷左相笔,天下右丞诗”也<sup>〔6〕</sup>。其画山水松石,踪似吴生,而风致标格特出。今京都千福寺<sup>〔7〕</sup>西塔院有掩障一合,画青枫树一图。又尝写诗人襄阳孟浩然《马上吟诗图》,见传于世。复画《辋川图》,山谷郁郁盘盘;云水飞动,意出尘外,怪生笔端。尝自题诗云:“当世谬词客,前身应画师。”其自负也如此。慈恩寺东院与毕庶子<sup>〔8〕</sup>,郑广文<sup>〔9〕</sup>各画一小壁,时号三绝。故庾右丞<sup>〔10〕</sup>宅有壁画山水兼题记,亦当时之妙。"
loc_0073,襄阳,City,襄州,湖北省襄阳市,"32.0087, 112.1224",《唐朝名画录》,妙品上八人 物理页面 第 16 页,"字摩诘,官至尚书右丞,家于蓝田辋川。兄弟并以科名文学,冠绝当时,故时称“朝廷左相笔,天下右丞诗”也<sup>〔6〕</sup>。其画山水松石,踪似吴生,而风致标格特出。今京都千福寺<sup>〔7〕</sup>西塔院有掩障一合,画青枫树一图。又尝写诗人襄阳孟浩然《马上吟诗图》,见传于世。复画《辋川图》,山谷郁郁盘盘;云水飞动,意出尘外,怪生笔端。尝自题诗云:“当世谬词客,前身应画师。”其自负也如此。慈恩寺东院与毕庶子<sup>〔8〕</sup>,郑广文<sup>〔9〕</sup>各画一小壁,时号三绝。故庾右丞<sup>〔10〕</sup>宅有壁画山水兼题记,亦当时之妙。"
loc_0074,慈恩寺（子空间: 东院）,Building_Space,大慈恩寺,陕西省西安市,"34.2655, 108.9543",《唐朝名画录》,妙品上八人 物理页面 第 16 页,"字摩诘,官至尚书右丞,家于蓝田辋川。兄弟并以科名文学,冠绝当时,故时称“朝廷左相笔,天下右丞诗”也<sup>〔6〕</sup>。其画山水松石,踪似吴生,而风致标格特出。今京都千福寺<sup>〔7〕</sup>西塔院有掩障一合,画青枫树一图。又尝写诗人襄阳孟浩然《马上吟诗图》,见传于世。复画《辋川图》,山谷郁郁盘盘;云水飞动,意出尘外,怪生笔端。尝自题诗云:“当世谬词客,前身应画师。”其自负也如此。慈恩寺东院与毕庶子<sup>〔8〕</sup>,郑广文<sup>〔9〕</sup>各画一小壁,时号三绝。故庾右丞<sup>〔10〕</sup>宅有壁画山水兼题记,亦当时之妙。"
loc_0075,庾右丞宅,Building,,陕西省西安市,"34.2655, 108.9543",《唐朝名画录》,妙品上八人 物理页面 第 16 页,"字摩诘,官至尚书右丞,家于蓝田辋川。兄弟并以科名文学,冠绝当时,故时称“朝廷左相笔,天下右丞诗”也<sup>〔6〕</sup>。其画山水松石,踪似吴生,而风致标格特出。今京都千福寺<sup>〔7〕</sup>西塔院有掩障一合,画青枫树一图。又尝写诗人襄阳孟浩然《马上吟诗图》,见传于世。复画《辋川图》,山谷郁郁盘盘;云水飞动,意出尘外,怪生笔端。尝自题诗云:“当世谬词客,前身应画师。”其自负也如此。慈恩寺东院与毕庶子<sup>〔8〕</sup>,郑广文<sup>〔9〕</sup>各画一小壁,时号三绝。故庾右丞<sup>〔10〕</sup>宅有壁画山水兼题记,亦当时之妙。"
loc_0076,席夔舍人厅,Building,,陕西省西安市,"34.2655, 108.9543",《唐朝名画录》,妙品上八人 物理页面 第 17 页,"贞元<sup>〔15〕</sup>中韦令公<sup>〔16〕</sup>以客礼待之,画山水树石出于象外,故杜员外赠歌云:“十日画一松,五日画一石。能事不受相促迫,王宰始肯留真迹。”<sup>〔17〕</sup>景玄曾于故席夔<sup>〔18〕</sup>舍人厅见一图障:临江双树,一松一柏。古藤萦绕,上盘于空,下着于水。千枝万叶,交植曲屈,分布不杂。或枯或荣,或蔓或亚,或直或倚。叶叠干重,枝分四面。达士所珍,凡目难辨。又于兴善寺见画四时屏风,若移造化风候云物,八节<sup>〔19〕</sup>四时一座之内,妙之至极也。故山水,松石,并可跻于妙上品。"
loc_0077,崖州,Admin_Region,延德郡; 珠崖郡,海南省三亚市、琼山区一带,"18.2528, 109.5119",《唐朝名画录》,妙品上八人 物理页面 第 18 页,"贞元中宰相,出贬崖州<sup>〔21〕</sup>。气标风云,文敌扬马<sup>〔22〕</sup>。尝画松石山水,出于人表。初称处士谒卢黄门<sup>〔23〕</sup>,馆之甚厚。久而知其丹青之能,意欲求之,未敢发言。炎欲辞去,卢公复苦留之。知其家洛中,衣食乏少,心所不宁,卢公乃潜令人将数百千至洛供之,拟取其家书。回以示炎,炎极感之,未知所报。卢公从容乃言,“欲求一踪,以为子孙之家宝尔。”意尚难之。遂月余图一障,松石云物,移动造化,观者皆谓之神异,后少有见笔迹者。亦可居妙上品。"
loc_0078,洛中,City,洛阳,河南省洛阳市,"34.6181, 112.4540",《唐朝名画录》,妙品上八人 物理页面 第 18 页,"贞元中宰相,出贬崖州<sup>〔21〕</sup>。气标风云,文敌扬马<sup>〔22〕</sup>。尝画松石山水,出于人表。初称处士谒卢黄门<sup>〔23〕</sup>,馆之甚厚。久而知其丹青之能,意欲求之,未敢发言。炎欲辞去,卢公复苦留之。知其家洛中,衣食乏少,心所不宁,卢公乃潜令人将数百千至洛供之,拟取其家书。回以示炎,炎极感之,未知所报。卢公从容乃言,“欲求一踪,以为子孙之家宝尔。”意尚难之。遂月余图一障,松石云物,移动造化,观者皆谓之神异,后少有见笔迹者。亦可居妙上品。"
loc_0079,会稽,Admin_Region,会稽郡; 越州,浙江省绍兴市,"30.0017, 120.5861",《唐朝名画录》,妙品中五人 物理页面 第 21 页,"会稽人也,善写真及画人物士女,本道<sup>〔1〕</sup>荐之于国。明皇开元中召入供奉,每令写御容,冠绝当代。又画明皇射猪鹿兔雁并《按舞图》,及御容皆承诏写焉。又写太清宫肃宗<sup>〔2〕</sup>御容,龙颜凤态,日角<sup>〔3〕</sup>月轮之状,而笔力滋润,风彩英奇若符合瑞应,实天假其能也。国朝阎令公<sup>〔4〕</sup>之后,一人而已。今咸宜观<sup>〔5〕</sup>内天尊殿中画上仙,及图当时供奉道士、庖中等真容,皆奇绝。曾画故吏部徐侍郎本行经幡十二口,今在焉。又有士女,亦能机织成功德佛像,皆妙绝无比。惟写真有入神;人物士女,可居妙品。"
loc_0080,太清宫,Temple,,河南省鹿邑县或陕西省西安市（视语境，此处多指京师/东都宫观）,"34.6181, 112.4540",《唐朝名画录》,妙品中五人 物理页面 第 21 页,"会稽人也,善写真及画人物士女,本道<sup>〔1〕</sup>荐之于国。明皇开元中召入供奉,每令写御容,冠绝当代。又画明皇射猪鹿兔雁并《按舞图》,及御容皆承诏写焉。又写太清宫肃宗<sup>〔2〕</sup>御容,龙颜凤态,日角<sup>〔3〕</sup>月轮之状,而笔力滋润,风彩英奇若符合瑞应,实天假其能也。国朝阎令公<sup>〔4〕</sup>之后,一人而已。今咸宜观<sup>〔5〕</sup>内天尊殿中画上仙,及图当时供奉道士、庖中等真容,皆奇绝。曾画故吏部徐侍郎本行经幡十二口,今在焉。又有士女,亦能机织成功德佛像,皆妙绝无比。惟写真有入神;人物士女,可居妙品。"
loc_0081,咸宜观,Temple,长安咸宜观,陕西省西安市,"34.2655, 108.9543",《唐朝名画录》,妙品中五人 物理页面 第 21 页,"会稽人也,善写真及画人物士女,本道<sup>〔1〕</sup>荐之于国。明皇开元中召入供奉,每令写御容,冠绝当代。又画明皇射猪鹿兔雁并《按舞图》,及御容皆承诏写焉。又写太清宫肃宗<sup>〔2〕</sup>御容,龙颜凤态,日角<sup>〔3〕</sup>月轮之状,而笔力滋润,风彩英奇若符合瑞应,实天假其能也。国朝阎令公<sup>〔4〕</sup>之后,一人而已。今咸宜观<sup>〔5〕</sup>内天尊殿中画上仙,及图当时供奉道士、庖中等真容,皆奇绝。曾画故吏部徐侍郎本行经幡十二口,今在焉。又有士女,亦能机织成功德佛像,皆妙绝无比。惟写真有入神;人物士女,可居妙品。"
