"Source_File","cv_id","person_ref","entry_mode","official_title","rank","tenure","location_ref","time_ref","event_type","source_book","source_chapter","original_source_sentence","name","originalsource_sentence","source.chapter","originalsource","person_name_cn","person_name","entry_mode_cn","event_type_cn","description"
"历代名画记_M2.2_履历与时空轨迹.csv","cv_a58951f5","meso_张孝师","","","下品","","","","Rank","《历代名画记》","卷九 唐朝上","张孝师，下品。为骠骑尉。尤善画地狱，气候幽默。孝师曾死复苏，具见冥中事，故备得之。吴道玄见其画，因号为“地狱变”。窦云：“迹简而粗，物情皆备。除谢、顾、陆、张、杨、田、董、展外，难可比俦也。”","","","","","","","","",""
"历代名画记_M2.2_履历与时空轨迹.csv","cv_b6530ff8","meso_张孝师","","骠骑尉","","","","","Official_Post","《历代名画记》","卷九 唐朝上","张孝师，下品。为骠骑尉。尤善画地狱，气候幽默。孝师曾死复苏，具见冥中事，故备得之。吴道玄见其画，因号为“地狱变”。窦云：“迹简而粗，物情皆备。除谢、顾、陆、张、杨、田、董、展外，难可比俦也。”","","","","","","","","",""
"历代名画记_M2.2_履历与时空轨迹.csv","cv_9020b775","meso_何长寿","","道士","","","","长寿","Identity","《历代名画记》","卷九 唐朝上","何长寿，与范同师法，但微劣于范。范、何并有《醉道士图》传于代，人云是僧繇所作，非也。刘竦《传记》云：“张僧繇为《醉僧图》，僧敛钱与立本，添冠子，改为道士。”殊不近理矣。","","","","","","","","",""
"历代名画记_M2.2_履历与时空轨迹.csv","cv_8a1cb999","meso_何长寿","","僧","","","","长寿","Identity","《历代名画记》","卷九 唐朝上","何长寿，与范同师法，但微劣于范。范、何并有《醉道士图》传于代，人云是僧繇所作，非也。刘竦《传记》云：“张僧繇为《醉僧图》，僧敛钱与立本，添冠子，改为道士。”殊不近理矣。","","","","","","","","",""
"历代名画记_M2.2_履历与时空轨迹.csv","cv_200a2990","meso_何长寿","","僧","","","","长寿","Identity","《历代名画记》","卷九 唐朝上","何长寿，与范同师法，但微劣于范。范、何并有《醉道士图》传于代，人云是僧繇所作，非也。刘竦《传记》云：“张僧繇为《醉僧图》，僧敛钱与立本，添冠子，改为道士。”殊不近理矣。","","","","","","","","",""
"历代名画记_M2.2_履历与时空轨迹.csv","cv_5b4c29c7","meso_何长寿","","僧","","","","长寿","Identity","《历代名画记》","卷九 唐朝上","何长寿，与范同师法，但微劣于范。范、何并有《醉道士图》传于代，人云是僧繇所作，非也。刘竦《传记》云：“张僧繇为《醉僧图》，僧敛钱与立本，添冠子，改为道士。”殊不近理矣。","","","","","","","","",""
"历代名画记_M2.2_履历与时空轨迹.csv","cv_13950d09","meso_何长寿","","道士","","","","长寿","Identity","《历代名画记》","卷九 唐朝上","何长寿，与范同师法，但微劣于范。范、何并有《醉道士图》传于代，人云是僧繇所作，非也。刘竦《传记》云：“张僧繇为《醉僧图》，僧敛钱与立本，添冠子，改为道士。”殊不近理矣。","","","","","","","","",""
"历代名画记_M2.2_履历与时空轨迹.csv","cv_cf0449ad","meso_何长寿","","为道士","","","","长寿","Official_Post","《历代名画记》","卷九 唐朝上","何长寿，与范同师法，但微劣于范。范、何并有《醉道士图》传于代，人云是僧繇所作，非也。刘竦《传记》云：“张僧繇为《醉僧图》，僧敛钱与立本，添冠子，改为道士。”殊不近理矣。","","","","","","","","",""
"历代名画记_M2.2_履历与时空轨迹.csv","cv_60935d66","meso_尉迟乙","","僧","","","","","Identity","《历代名画记》","卷九 唐朝上","尉迟乙僧，于阗国人，父跋质那。具第八卷。乙僧国初授宿卫官，袭封郡公，善画外国及佛像。时人以跋质那为“大尉迟”，乙僧为“小尉迟”。画外国及菩萨，小则用笔紧劲，如屈铁盘丝，大则洒落有气概。僧悰云：“外国、鬼神，奇形异貌，中华罕继。”窦云：“澄思用笔，虽与中华道殊，然气正迹高，可与顾、陆为友。”","","","","","","","","",""
"历代名画记_M2.2_履历与时空轨迹.csv","cv_22ea1600","meso_尉迟乙","","僧","","","","","Identity","《历代名画记》","卷九 唐朝上","尉迟乙僧，于阗国人，父跋质那。具第八卷。乙僧国初授宿卫官，袭封郡公，善画外国及佛像。时人以跋质那为“大尉迟”，乙僧为“小尉迟”。画外国及菩萨，小则用笔紧劲，如屈铁盘丝，大则洒落有气概。僧悰云：“外国、鬼神，奇形异貌，中华罕继。”窦云：“澄思用笔，虽与中华道殊，然气正迹高，可与顾、陆为友。”","","","","","","","","",""
"历代名画记_M2.2_履历与时空轨迹.csv","cv_f2bdc3a3","meso_尉迟乙","","郡公","","","","","Official_Post","《历代名画记》","卷九 唐朝上","尉迟乙僧，于阗国人，父跋质那。具第八卷。乙僧国初授宿卫官，袭封郡公，善画外国及佛像。时人以跋质那为“大尉迟”，乙僧为“小尉迟”。画外国及菩萨，小则用笔紧劲，如屈铁盘丝，大则洒落有气概。僧悰云：“外国、鬼神，奇形异貌，中华罕继。”窦云：“澄思用笔，虽与中华道殊，然气正迹高，可与顾、陆为友。”","","","","","","","","",""
"历代名画记_M2.2_履历与时空轨迹.csv","cv_c3b2b764","meso_尉迟乙","","“大尉迟”","","","","","Official_Post","《历代名画记》","卷九 唐朝上","尉迟乙僧，于阗国人，父跋质那。具第八卷。乙僧国初授宿卫官，袭封郡公，善画外国及佛像。时人以跋质那为“大尉迟”，乙僧为“小尉迟”。画外国及菩萨，小则用笔紧劲，如屈铁盘丝，大则洒落有气概。僧悰云：“外国、鬼神，奇形异貌，中华罕继。”窦云：“澄思用笔，虽与中华道殊，然气正迹高，可与顾、陆为友。”","","","","","","","","",""
"历代名画记_M2.2_履历与时空轨迹.csv","cv_e7af4033","meso_尉迟乙","","僧","","","","","Identity","《历代名画记》","卷九 唐朝上","尉迟乙僧，于阗国人，父跋质那。具第八卷。乙僧国初授宿卫官，袭封郡公，善画外国及佛像。时人以跋质那为“大尉迟”，乙僧为“小尉迟”。画外国及菩萨，小则用笔紧劲，如屈铁盘丝，大则洒落有气概。僧悰云：“外国、鬼神，奇形异貌，中华罕继。”窦云：“澄思用笔，虽与中华道殊，然气正迹高，可与顾、陆为友。”","","","","","","","","",""
"历代名画记_M2.2_履历与时空轨迹.csv","cv_fa7c80ad","meso_尉迟乙","","“小尉迟”","","","","","Official_Post","《历代名画记》","卷九 唐朝上","尉迟乙僧，于阗国人，父跋质那。具第八卷。乙僧国初授宿卫官，袭封郡公，善画外国及佛像。时人以跋质那为“大尉迟”，乙僧为“小尉迟”。画外国及菩萨，小则用笔紧劲，如屈铁盘丝，大则洒落有气概。僧悰云：“外国、鬼神，奇形异貌，中华罕继。”窦云：“澄思用笔，虽与中华道殊，然气正迹高，可与顾、陆为友。”","","","","","","","","",""
"历代名画记_M2.2_履历与时空轨迹.csv","cv_bd61e78f","meso_尉迟乙","","僧","","","","","Identity","《历代名画记》","卷九 唐朝上","尉迟乙僧，于阗国人，父跋质那。具第八卷。乙僧国初授宿卫官，袭封郡公，善画外国及佛像。时人以跋质那为“大尉迟”，乙僧为“小尉迟”。画外国及菩萨，小则用笔紧劲，如屈铁盘丝，大则洒落有气概。僧悰云：“外国、鬼神，奇形异貌，中华罕继。”窦云：“澄思用笔，虽与中华道殊，然气正迹高，可与顾、陆为友。”","","","","","","","","",""
"历代名画记_M2.2_履历与时空轨迹.csv","cv_9c9d6101","meso_尉迟乙","","","","","于阗国","","Origin","《历代名画记》","卷九 唐朝上","尉迟乙僧，于阗国人，父跋质那。具第八卷。乙僧国初授宿卫官，袭封郡公，善画外国及佛像。时人以跋质那为“大尉迟”，乙僧为“小尉迟”。画外国及菩萨，小则用笔紧劲，如屈铁盘丝，大则洒落有气概。僧悰云：“外国、鬼神，奇形异貌，中华罕继。”窦云：“澄思用笔，虽与中华道殊，然气正迹高，可与顾、陆为友。”","","","","","","","","",""
"历代名画记_M2.2_履历与时空轨迹.csv","cv_eaf69174","meso_刘孝师","","僧","","","","","Identity","《历代名画记》","卷九 唐朝上","刘孝师。僧悰云：“点画不多，皆为枢要。鸟雀奇变，甚为酷似。”彦远云：“不止鸟雀，曾见画他物，皆好。”","","","","","","","","",""
"历代名画记_M2.2_履历与时空轨迹.csv","cv_ffff2dfb","meso_靳智异","","僧","","","","长寿","Identity","《历代名画记》","卷九 唐朝上","靳智异。僧悰云：“祖述仲达，改张琴瑟。变夷为夏，肇自斯人。”在范长寿上。","","","","","","","","",""
"历代名画记_M2.2_履历与时空轨迹.csv","cv_067cd966","meso_靳智异","","张琴瑟","","","","长寿","Official_Post","《历代名画记》","卷九 唐朝上","靳智异。僧悰云：“祖述仲达，改张琴瑟。变夷为夏，肇自斯人。”在范长寿上。","","","","","","","","",""
"历代名画记_M2.2_履历与时空轨迹.csv","cv_50ef80f7","meso_王定","","中散大夫","","","中散","贞观初","Official_Post","《历代名画记》","卷九 唐朝上","王定，官至中散大夫、尚方令。贞观初得名，笔迹甚快。《本草训戒图》传于代。僧悰云：“骨气不足，遒媚有余。菩萨圣僧，往往惊绝。”在张孝师上。彦远按：定画，骨气不甚长，既亡骨气，何故惊绝？","","","","","","","","",""
"历代名画记_M2.2_履历与时空轨迹.csv","cv_955c993d","meso_王定","","尚方令","","","尚方","贞观初","Official_Post","《历代名画记》","卷九 唐朝上","王定，官至中散大夫、尚方令。贞观初得名，笔迹甚快。《本草训戒图》传于代。僧悰云：“骨气不足，遒媚有余。菩萨圣僧，往往惊绝。”在张孝师上。彦远按：定画，骨气不甚长，既亡骨气，何故惊绝？","","","","","","","","",""
"历代名画记_M2.2_履历与时空轨迹.csv","cv_dca8f1c6","meso_王定","","僧","","","","贞观初","Identity","《历代名画记》","卷九 唐朝上","王定，官至中散大夫、尚方令。贞观初得名，笔迹甚快。《本草训戒图》传于代。僧悰云：“骨气不足，遒媚有余。菩萨圣僧，往往惊绝。”在张孝师上。彦远按：定画，骨气不甚长，既亡骨气，何故惊绝？","","","","","","","","",""
"历代名画记_M2.2_履历与时空轨迹.csv","cv_e7348793","meso_王定","","僧","","","","贞观初","Identity","《历代名画记》","卷九 唐朝上","王定，官至中散大夫、尚方令。贞观初得名，笔迹甚快。《本草训戒图》传于代。僧悰云：“骨气不足，遒媚有余。菩萨圣僧，往往惊绝。”在张孝师上。彦远按：定画，骨气不甚长，既亡骨气，何故惊绝？","","","","","","","","",""
"历代名画记_M2.2_履历与时空轨迹.csv","cv_bf89a485","meso_梁宽","","僧","","","","","Identity","《历代名画记》","卷九 唐朝上","梁宽、吴智敏。僧悰云：“智敏师于宽，神襟更为俊逸。”","","","","","","","","",""
"历代名画记_M2.2_履历与时空轨迹.csv","cv_71194a89","meso_吴智敏","","僧","","","","","Identity","《历代名画记》","卷九 唐朝上","梁宽、吴智敏。僧悰云：“智敏师于宽，神襟更为俊逸。”","","","","","","","","",""
"历代名画记_M2.2_履历与时空轨迹.csv","cv_877835ef","meso_康萨陀","","","中品","","","","Rank","《历代名画记》","卷九 唐朝上","康萨陀，中品，或云“善陀”。为振威校尉。僧悰云：“亡所服膺，虚心自悟。初花晚叶，变态多端；异兽奇禽，千形万状。”在尉迟下。窦云：“曾见画人、马，措意非高，悰公之评过当也。”","","","","","","","","",""
"历代名画记_M2.2_履历与时空轨迹.csv","cv_6f400204","meso_康萨陀","","振威校尉","","","振威","","Official_Post","《历代名画记》","卷九 唐朝上","康萨陀，中品，或云“善陀”。为振威校尉。僧悰云：“亡所服膺，虚心自悟。初花晚叶，变态多端；异兽奇禽，千形万状。”在尉迟下。窦云：“曾见画人、马，措意非高，悰公之评过当也。”","","","","","","","","",""
"历代名画记_M2.2_履历与时空轨迹.csv","cv_8dcd0c55","meso_康萨陀","","僧","","","","","Identity","《历代名画记》","卷九 唐朝上","康萨陀，中品，或云“善陀”。为振威校尉。僧悰云：“亡所服膺，虚心自悟。初花晚叶，变态多端；异兽奇禽，千形万状。”在尉迟下。窦云：“曾见画人、马，措意非高，悰公之评过当也。”","","","","","","","","",""
"历代名画记_M2.2_履历与时空轨迹.csv","cv_1e7a2548","meso_王知慎","","","中品下","","","","Rank","《历代名画记》","卷九 唐朝上","王知慎，中品下。终少府监。工书画，与兄知敬齐名。僧悰云：“师于阎，写貌及之，笔力爽利，风采不凡。”在张孝师下。","","","","","","","","",""
"历代名画记_M2.2_履历与时空轨迹.csv","cv_6742324e","meso_王知慎","","少府监","","","","","Official_Post","《历代名画记》","卷九 唐朝上","王知慎，中品下。终少府监。工书画，与兄知敬齐名。僧悰云：“师于阎，写貌及之，笔力爽利，风采不凡。”在张孝师下。","","","","","","","","",""
"历代名画记_M2.2_履历与时空轨迹.csv","cv_c80b0113","meso_王知慎","","僧","","","","","Identity","《历代名画记》","卷九 唐朝上","王知慎，中品下。终少府监。工书画，与兄知敬齐名。僧悰云：“师于阎，写貌及之，笔力爽利，风采不凡。”在张孝师下。","","","","","","","","",""
"历代名画记_M2.2_履历与时空轨迹.csv","cv_93992030","meso_王韶应","","","","","","","Recorded","《历代名画记》","卷九 唐朝上","王韶应，或作“韶隐”。画鬼神，深有气韵。窦云：“善山水、人马。”","","","","","","","","",""
"历代名画记_M2.2_履历与时空轨迹.csv","cv_9a4b30d2","meso_檀智敏","","","中品","","","","Rank","《历代名画记》","卷九 唐朝上","檀智敏，中品。为振武校尉。窦云：“师于董伯仁。”僧悰云：“栋宇楼台，阴阳向背，历观前古，独见斯人。”《游春戏艺图》传于世。","","","","","","","","",""
"历代名画记_M2.2_履历与时空轨迹.csv","cv_2fc9dfbd","meso_檀智敏","","振武校尉","","","振武","","Official_Post","《历代名画记》","卷九 唐朝上","檀智敏，中品。为振武校尉。窦云：“师于董伯仁。”僧悰云：“栋宇楼台，阴阳向背，历观前古，独见斯人。”《游春戏艺图》传于世。","","","","","","","","",""
"历代名画记_M2.2_履历与时空轨迹.csv","cv_efb69afe","meso_檀智敏","","僧","","","","","Identity","《历代名画记》","卷九 唐朝上","檀智敏，中品。为振武校尉。窦云：“师于董伯仁。”僧悰云：“栋宇楼台，阴阳向背，历观前古，独见斯人。”《游春戏艺图》传于世。","","","","","","","","",""
"历代名画记_M2.2_履历与时空轨迹.csv","cv_f07b6d28","meso_檀智敏","","观前古","","","","","Official_Post","《历代名画记》","卷九 唐朝上","檀智敏，中品。为振武校尉。窦云：“师于董伯仁。”僧悰云：“栋宇楼台，阴阳向背，历观前古，独见斯人。”《游春戏艺图》传于世。","","","","","","","","",""
"历代名画记_M2.2_履历与时空轨迹.csv","cv_7ca8df0d","meso_杨须跋","","","中品","","","","Rank","《历代名画记》","卷九 唐朝上","杨须跋、中品。赵武端、下品。范龙树、下品。周乌孙、下品。杨德绍，下品。已上五人，国初擅名。","","","","","","","","",""
"历代名画记_M2.2_履历与时空轨迹.csv","cv_3d03663a","meso_杨须跋","","","下品","","","","Rank","《历代名画记》","卷九 唐朝上","杨须跋、中品。赵武端、下品。范龙树、下品。周乌孙、下品。杨德绍，下品。已上五人，国初擅名。","","","","","","","","",""
"历代名画记_M2.2_履历与时空轨迹.csv","cv_42590f1a","meso_杨须跋","","","下品","","","","Rank","《历代名画记》","卷九 唐朝上","杨须跋、中品。赵武端、下品。范龙树、下品。周乌孙、下品。杨德绍，下品。已上五人，国初擅名。","","","","","","","","",""
"历代名画记_M2.2_履历与时空轨迹.csv","cv_46a79d94","meso_杨须跋","","","下品","","","","Rank","《历代名画记》","卷九 唐朝上","杨须跋、中品。赵武端、下品。范龙树、下品。周乌孙、下品。杨德绍，下品。已上五人，国初擅名。","","","","","","","","",""
"历代名画记_M2.2_履历与时空轨迹.csv","cv_c70ff122","meso_杨须跋","","","下品","","","","Rank","《历代名画记》","卷九 唐朝上","杨须跋、中品。赵武端、下品。范龙树、下品。周乌孙、下品。杨德绍，下品。已上五人，国初擅名。","","","","","","","","",""
"历代名画记_M2.2_履历与时空轨迹.csv","cv_5c0a4138","meso_赵武端","","","中品","","","","Rank","《历代名画记》","卷九 唐朝上","杨须跋、中品。赵武端、下品。范龙树、下品。周乌孙、下品。杨德绍，下品。已上五人，国初擅名。","","","","","","","","",""
"历代名画记_M2.2_履历与时空轨迹.csv","cv_53a42fb5","meso_赵武端","","","下品","","","","Rank","《历代名画记》","卷九 唐朝上","杨须跋、中品。赵武端、下品。范龙树、下品。周乌孙、下品。杨德绍，下品。已上五人，国初擅名。","","","","","","","","",""
"历代名画记_M2.2_履历与时空轨迹.csv","cv_feb05b8d","meso_赵武端","","","下品","","","","Rank","《历代名画记》","卷九 唐朝上","杨须跋、中品。赵武端、下品。范龙树、下品。周乌孙、下品。杨德绍，下品。已上五人，国初擅名。","","","","","","","","",""
"历代名画记_M2.2_履历与时空轨迹.csv","cv_0a71abad","meso_赵武端","","","下品","","","","Rank","《历代名画记》","卷九 唐朝上","杨须跋、中品。赵武端、下品。范龙树、下品。周乌孙、下品。杨德绍，下品。已上五人，国初擅名。","","","","","","","","",""
"历代名画记_M2.2_履历与时空轨迹.csv","cv_878a4e8d","meso_赵武端","","","下品","","","","Rank","《历代名画记》","卷九 唐朝上","杨须跋、中品。赵武端、下品。范龙树、下品。周乌孙、下品。杨德绍，下品。已上五人，国初擅名。","","","","","","","","",""
"历代名画记_M2.2_履历与时空轨迹.csv","cv_3bfcdcfd","meso_范龙树","","","中品","","","","Rank","《历代名画记》","卷九 唐朝上","杨须跋、中品。赵武端、下品。范龙树、下品。周乌孙、下品。杨德绍，下品。已上五人，国初擅名。","","","","","","","","",""
"历代名画记_M2.2_履历与时空轨迹.csv","cv_bd3bf8a2","meso_范龙树","","","下品","","","","Rank","《历代名画记》","卷九 唐朝上","杨须跋、中品。赵武端、下品。范龙树、下品。周乌孙、下品。杨德绍，下品。已上五人，国初擅名。","","","","","","","","",""
"历代名画记_M2.2_履历与时空轨迹.csv","cv_bde22694","meso_范龙树","","","下品","","","","Rank","《历代名画记》","卷九 唐朝上","杨须跋、中品。赵武端、下品。范龙树、下品。周乌孙、下品。杨德绍，下品。已上五人，国初擅名。","","","","","","","","",""
"历代名画记_M2.2_履历与时空轨迹.csv","cv_cf16b50a","meso_范龙树","","","下品","","","","Rank","《历代名画记》","卷九 唐朝上","杨须跋、中品。赵武端、下品。范龙树、下品。周乌孙、下品。杨德绍，下品。已上五人，国初擅名。","","","","","","","","",""
"历代名画记_M2.2_履历与时空轨迹.csv","cv_3baec270","meso_范龙树","","","下品","","","","Rank","《历代名画记》","卷九 唐朝上","杨须跋、中品。赵武端、下品。范龙树、下品。周乌孙、下品。杨德绍，下品。已上五人，国初擅名。","","","","","","","","",""
"历代名画记_M2.2_履历与时空轨迹.csv","cv_40872a38","meso_周乌孙","","","中品","","","","Rank","《历代名画记》","卷九 唐朝上","杨须跋、中品。赵武端、下品。范龙树、下品。周乌孙、下品。杨德绍，下品。已上五人，国初擅名。","","","","","","","","",""
"历代名画记_M2.2_履历与时空轨迹.csv","cv_047c6dd2","meso_周乌孙","","","下品","","","","Rank","《历代名画记》","卷九 唐朝上","杨须跋、中品。赵武端、下品。范龙树、下品。周乌孙、下品。杨德绍，下品。已上五人，国初擅名。","","","","","","","","",""
"历代名画记_M2.2_履历与时空轨迹.csv","cv_146a63d7","meso_周乌孙","","","下品","","","","Rank","《历代名画记》","卷九 唐朝上","杨须跋、中品。赵武端、下品。范龙树、下品。周乌孙、下品。杨德绍，下品。已上五人，国初擅名。","","","","","","","","",""
"历代名画记_M2.2_履历与时空轨迹.csv","cv_5dd6c01c","meso_周乌孙","","","下品","","","","Rank","《历代名画记》","卷九 唐朝上","杨须跋、中品。赵武端、下品。范龙树、下品。周乌孙、下品。杨德绍，下品。已上五人，国初擅名。","","","","","","","","",""
"历代名画记_M2.2_履历与时空轨迹.csv","cv_fa5ea397","meso_周乌孙","","","下品","","","","Rank","《历代名画记》","卷九 唐朝上","杨须跋、中品。赵武端、下品。范龙树、下品。周乌孙、下品。杨德绍，下品。已上五人，国初擅名。","","","","","","","","",""
"历代名画记_M2.2_履历与时空轨迹.csv","cv_b648a527","meso_杨德绍","","","中品","","","","Rank","《历代名画记》","卷九 唐朝上","杨须跋、中品。赵武端、下品。范龙树、下品。周乌孙、下品。杨德绍，下品。已上五人，国初擅名。","","","","","","","","",""
"历代名画记_M2.2_履历与时空轨迹.csv","cv_dbc016d4","meso_杨德绍","","","下品","","","","Rank","《历代名画记》","卷九 唐朝上","杨须跋、中品。赵武端、下品。范龙树、下品。周乌孙、下品。杨德绍，下品。已上五人，国初擅名。","","","","","","","","",""
"历代名画记_M2.2_履历与时空轨迹.csv","cv_21799536","meso_杨德绍","","","下品","","","","Rank","《历代名画记》","卷九 唐朝上","杨须跋、中品。赵武端、下品。范龙树、下品。周乌孙、下品。杨德绍，下品。已上五人，国初擅名。","","","","","","","","",""
"历代名画记_M2.2_履历与时空轨迹.csv","cv_1d59151d","meso_杨德绍","","","下品","","","","Rank","《历代名画记》","卷九 唐朝上","杨须跋、中品。赵武端、下品。范龙树、下品。周乌孙、下品。杨德绍，下品。已上五人，国初擅名。","","","","","","","","",""
"历代名画记_M2.2_履历与时空轨迹.csv","cv_20d48929","meso_杨德绍","","","下品","","","","Rank","《历代名画记》","卷九 唐朝上","杨须跋、中品。赵武端、下品。范龙树、下品。周乌孙、下品。杨德绍，下品。已上五人，国初擅名。","","","","","","","","",""
"历代名画记_M2.2_履历与时空轨迹.csv","cv_006a60bb","meso_陈义","","武德","","","","武德","Official_Post","《历代名画记》","卷九 唐朝上","陈义，国初丞相叔达之玄孙，尤工写貌。玄宗少与之善，特承恩遇，为武德、南薰、中尚等使，银青光禄大夫、少府监。","","","","","","","","",""
"历代名画记_M2.2_履历与时空轨迹.csv","cv_96514c0f","meso_陈义","","中尚等使","","","中尚等","武德","Official_Post","《历代名画记》","卷九 唐朝上","陈义，国初丞相叔达之玄孙，尤工写貌。玄宗少与之善，特承恩遇，为武德、南薰、中尚等使，银青光禄大夫、少府监。","","","","","","","","",""
"历代名画记_M2.2_履历与时空轨迹.csv","cv_41c132ef","meso_陈义","","银青光禄大夫","","","","武德","Official_Post","《历代名画记》","卷九 唐朝上","陈义，国初丞相叔达之玄孙，尤工写貌。玄宗少与之善，特承恩遇，为武德、南薰、中尚等使，银青光禄大夫、少府监。","","","","","","","","",""
"历代名画记_M2.2_履历与时空轨迹.csv","cv_fd5f0f46","meso_陈义","","少府监","","","","武德","Official_Post","《历代名画记》","卷九 唐朝上","陈义，国初丞相叔达之玄孙，尤工写貌。玄宗少与之善，特承恩遇，为武德、南薰、中尚等使，银青光禄大夫、少府监。","","","","","","","","",""
"历代名画记_M2.2_履历与时空轨迹.csv","cv_b5e3d729","meso_张说","","丽正殿诸学士","","","丽正殿诸","开元","Official_Post","《历代名画记》","卷九 唐朝上","法明，开元十一年，敕令写貌，丽正殿诸学士，欲画像书赞于含象亭，以车驾东幸，遂停。初诏殷、季友、无忝等分貌之，粉本既成，迟回未上绢。张燕公以画人手杂，图不甚精，乃奏追法明，令独貌诸学士。法明尤工写貌，图成进之，上称善，藏其本于画院。后数年，上更索此图，所由惶惧，赖康子元先写得一本以进，上令却送画院，子元复自收之。子元卒，其子货之，莫知所在，今传拓本。张说、徐坚、贺知章、赵冬曦、康子元、侯行果、韦述、敬会真、赵玄默、东方颢、李子钊、吕向、毋煚、陆去泰、咸廙业、余钦、孙季良，都十七人，其官爵具韦述《集贤记》下卷。","","","","","","","","",""
"历代名画记_M2.2_履历与时空轨迹.csv","cv_c818fb23","meso_张说","","令独貌诸学士","","","","开元","Official_Post","《历代名画记》","卷九 唐朝上","法明，开元十一年，敕令写貌，丽正殿诸学士，欲画像书赞于含象亭，以车驾东幸，遂停。初诏殷、季友、无忝等分貌之，粉本既成，迟回未上绢。张燕公以画人手杂，图不甚精，乃奏追法明，令独貌诸学士。法明尤工写貌，图成进之，上称善，藏其本于画院。后数年，上更索此图，所由惶惧，赖康子元先写得一本以进，上令却送画院，子元复自收之。子元卒，其子货之，莫知所在，今传拓本。张说、徐坚、贺知章、赵冬曦、康子元、侯行果、韦述、敬会真、赵玄默、东方颢、李子钊、吕向、毋煚、陆去泰、咸廙业、余钦、孙季良，都十七人，其官爵具韦述《集贤记》下卷。","","","","","","","","",""
"历代名画记_M2.2_履历与时空轨迹.csv","cv_4fded387","meso_徐坚","","丽正殿诸学士","","","丽正殿诸","开元","Official_Post","《历代名画记》","卷九 唐朝上","法明，开元十一年，敕令写貌，丽正殿诸学士，欲画像书赞于含象亭，以车驾东幸，遂停。初诏殷、季友、无忝等分貌之，粉本既成，迟回未上绢。张燕公以画人手杂，图不甚精，乃奏追法明，令独貌诸学士。法明尤工写貌，图成进之，上称善，藏其本于画院。后数年，上更索此图，所由惶惧，赖康子元先写得一本以进，上令却送画院，子元复自收之。子元卒，其子货之，莫知所在，今传拓本。张说、徐坚、贺知章、赵冬曦、康子元、侯行果、韦述、敬会真、赵玄默、东方颢、李子钊、吕向、毋煚、陆去泰、咸廙业、余钦、孙季良，都十七人，其官爵具韦述《集贤记》下卷。","","","","","","","","",""
"历代名画记_M2.2_履历与时空轨迹.csv","cv_271d26eb","meso_徐坚","","令独貌诸学士","","","","开元","Official_Post","《历代名画记》","卷九 唐朝上","法明，开元十一年，敕令写貌，丽正殿诸学士，欲画像书赞于含象亭，以车驾东幸，遂停。初诏殷、季友、无忝等分貌之，粉本既成，迟回未上绢。张燕公以画人手杂，图不甚精，乃奏追法明，令独貌诸学士。法明尤工写貌，图成进之，上称善，藏其本于画院。后数年，上更索此图，所由惶惧，赖康子元先写得一本以进，上令却送画院，子元复自收之。子元卒，其子货之，莫知所在，今传拓本。张说、徐坚、贺知章、赵冬曦、康子元、侯行果、韦述、敬会真、赵玄默、东方颢、李子钊、吕向、毋煚、陆去泰、咸廙业、余钦、孙季良，都十七人，其官爵具韦述《集贤记》下卷。","","","","","","","","",""
"历代名画记_M2.2_履历与时空轨迹.csv","cv_39efa0b3","meso_贺知章","","丽正殿诸学士","","","丽正殿诸","开元","Official_Post","《历代名画记》","卷九 唐朝上","法明，开元十一年，敕令写貌，丽正殿诸学士，欲画像书赞于含象亭，以车驾东幸，遂停。初诏殷、季友、无忝等分貌之，粉本既成，迟回未上绢。张燕公以画人手杂，图不甚精，乃奏追法明，令独貌诸学士。法明尤工写貌，图成进之，上称善，藏其本于画院。后数年，上更索此图，所由惶惧，赖康子元先写得一本以进，上令却送画院，子元复自收之。子元卒，其子货之，莫知所在，今传拓本。张说、徐坚、贺知章、赵冬曦、康子元、侯行果、韦述、敬会真、赵玄默、东方颢、李子钊、吕向、毋煚、陆去泰、咸廙业、余钦、孙季良，都十七人，其官爵具韦述《集贤记》下卷。","","","","","","","","",""
"历代名画记_M2.2_履历与时空轨迹.csv","cv_9446e52c","meso_贺知章","","令独貌诸学士","","","","开元","Official_Post","《历代名画记》","卷九 唐朝上","法明，开元十一年，敕令写貌，丽正殿诸学士，欲画像书赞于含象亭，以车驾东幸，遂停。初诏殷、季友、无忝等分貌之，粉本既成，迟回未上绢。张燕公以画人手杂，图不甚精，乃奏追法明，令独貌诸学士。法明尤工写貌，图成进之，上称善，藏其本于画院。后数年，上更索此图，所由惶惧，赖康子元先写得一本以进，上令却送画院，子元复自收之。子元卒，其子货之，莫知所在，今传拓本。张说、徐坚、贺知章、赵冬曦、康子元、侯行果、韦述、敬会真、赵玄默、东方颢、李子钊、吕向、毋煚、陆去泰、咸廙业、余钦、孙季良，都十七人，其官爵具韦述《集贤记》下卷。","","","","","","","","",""
