"Source_File","person_id","primary_role","name","courtesy_name","pseudonym","other_names","choronym","birth_death","period_ref","authority_ids","source_book","source_chapter","original_source_sentence","originalsource_sentence","source.chapter","originalsource","original_text","official_title"
"历代名画记_M2.1_历史人物核心表.csv","meso_师于阎","Painter","师于阎","","","","","{}","唐朝上","{}","《历代名画记》","卷九 唐朝上","曹元廓，天后朝为朝散大夫、左尚方令。师于阎，工骑猎、人马、山水，善于布置。天后铸九鼎于东都，备九州山川物产，诏命元廓画样，锺绍京书，时称绝妙。后周、北齐、梁、陈、隋、武德、贞观、永徽等朝臣图，高祖、太宗诸子图，《秦府学士图》《凌烟图》，皆传于代，徐峤之题。","","","","",""
"历代名画记_M2.1_历史人物核心表.csv","meso_刘行臣","Painter","刘行臣","","","","","{}","唐朝上","{}","《历代名画记》","卷九 唐朝上","刘行臣，善画鬼神，精采洒落，类王韶应。东都敬爱寺山亭院西壁，有鬼神抱野鸡，实为妙手。","","","","",""
"历代名画记_M2.1_历史人物核心表.csv","meso_杨宁","Painter","杨宁","","","","已上三","{}","唐朝上","{}","《历代名画记》","卷九 唐朝上","杨宁、杨昇、《望贤宫图》《安禄山真》。张萱，已上三人并善画人物。宁以开元十一年为史馆画直，萱好画妇女、婴儿。有《妓女图》《乳母将婴儿图》《按羯鼓图》《秋千图》《虢国夫人出游图》传于代。","","","","",""
"历代名画记_M2.1_历史人物核心表.csv","meso_杨昇","Painter","杨昇","","","","已上三","{}","唐朝上","{}","《历代名画记》","卷九 唐朝上","杨宁、杨昇、《望贤宫图》《安禄山真》。张萱，已上三人并善画人物。宁以开元十一年为史馆画直，萱好画妇女、婴儿。有《妓女图》《乳母将婴儿图》《按羯鼓图》《秋千图》《虢国夫人出游图》传于代。","","","","",""
"历代名画记_M2.1_历史人物核心表.csv","meso_张萱","Painter","张萱","","","","已上三","{}","唐朝上","{}","《历代名画记》","卷九 唐朝上","杨宁、杨昇、《望贤宫图》《安禄山真》。张萱，已上三人并善画人物。宁以开元十一年为史馆画直，萱好画妇女、婴儿。有《妓女图》《乳母将婴儿图》《按羯鼓图》《秋千图》《虢国夫人出游图》传于代。","","","","",""
"历代名画记_M2.1_历史人物核心表.csv","meso_尹琳","Painter","尹琳","","","","","{}","唐朝上","{}","《历代名画记》","卷九 唐朝上","尹琳，善佛事、神鬼、寺壁。高宗时得名，笔迹快利。今京师慈恩寺塔下南面师利、普贤，极妙。李仲昌、李嗣真并琳弟子，并善佛道鬼神。","","","","",""
"历代名画记_M2.1_历史人物核心表.csv","meso_李仲昌","Painter","李仲昌","","","","","{}","唐朝上","{}","《历代名画记》","卷九 唐朝上","尹琳，善佛事、神鬼、寺壁。高宗时得名，笔迹快利。今京师慈恩寺塔下南面师利、普贤，极妙。李仲昌、李嗣真并琳弟子，并善佛道鬼神。","","","","",""
"历代名画记_M2.1_历史人物核心表.csv","meso_李嗣真","Painter","李嗣真","","","","","{}","唐朝上","{}","《历代名画记》","卷九 唐朝上","尹琳，善佛事、神鬼、寺壁。高宗时得名，笔迹快利。今京师慈恩寺塔下南面师利、普贤，极妙。李仲昌、李嗣真并琳弟子，并善佛道鬼神。","","","","",""
"历代名画记_M2.1_历史人物核心表.csv","meso_韦无忝","Painter","韦无忝","","","","","{}","唐朝上","{}","《历代名画记》","卷九 唐朝上","韦无忝，官至左武卫将军，善鞍马、鹘、象、鹰图，杂兽皆妙。","","","","",""
"历代名画记_M2.1_历史人物核心表.csv","meso_韦无踪","Painter","韦无踪","","","","","{}","唐朝上","{}","《历代名画记》","卷九 唐朝上","韦无踪，乃无忝弟，善写貌。","","","","",""
"历代名画记_M2.1_历史人物核心表.csv","meso_朱抱一","Painter","朱抱一","","","","","{}","唐朝上","{}","《历代名画记》","卷九 唐朝上","朱抱一，开元二十二年，直集贤。善写貌，写张果先生真，为好事所传。","","","","",""
"历代名画记_M2.1_历史人物核心表.csv","meso_董好子","Painter","董好子","","","","","{}","唐朝上","{}","《历代名画记》","卷九 唐朝上","竺元标、蔡金刚、毛嵩、姚彦山、程逊，善寺壁禽兽。董好子，善人物。","","","","",""
"历代名画记_M2.1_历史人物核心表.csv","meso_杨树儿","Painter","杨树儿","","","","","{}","唐朝上","{}","《历代名画记》","卷九 唐朝上","杨树儿、耿纯。","","","","",""
"历代名画记_M2.1_历史人物核心表.csv","meso_耿纯","Painter","耿纯","","","","","{}","唐朝上","{}","《历代名画记》","卷九 唐朝上","杨树儿、耿纯。","","","","",""
"历代名画记_M2.1_历史人物核心表.csv","meso_任贞亮","Painter","任贞亮","","","","","{}","唐朝上","{}","《历代名画记》","卷九 唐朝上","任贞亮，开元中，直集贤。时有画直邵斋钦，书手吉旷，皆解画。","","","","",""
"历代名画记_M2.1_历史人物核心表.csv","meso_陆庭曜","Painter","陆庭曜","","","","","{}","唐朝上","{}","《历代名画记》","卷九 唐朝上","陆庭曜，善人物、鬼神，有气韵。","","","","",""
"历代名画记_M2.1_历史人物核心表.csv","meso_殷令名","Painter","殷令名","","","","陈郡","{}","唐朝上","{}","《历代名画记》","卷九 唐朝上","殷令名，陈郡人。父不害，累代工书画。","","","","",""
"历代名画记_M2.1_历史人物核心表.csv","meso_殷闻礼","Painter","殷闻礼","大端","","","为中书舍","{}","唐朝上","{}","《历代名画记》","卷九 唐朝上","殷闻礼，字大端，书画妙过于父。武德初，为中书舍人，赵王友兼侍读、弘文馆学士。","","","","",""
"历代名画记_M2.1_历史人物核心表.csv","meso_武德初","Painter","武德初","大端","","","为中书舍","{}","唐朝上","{}","《历代名画记》","卷九 唐朝上","殷闻礼，字大端，书画妙过于父。武德初，为中书舍人，赵王友兼侍读、弘文馆学士。","","","","",""
"历代名画记_M2.1_历史人物核心表.csv","meso_谈皎","Painter","谈皎","","","","善画","{}","唐朝上","{}","《历代名画记》","卷九 唐朝上","谈皎，善画人物，有态度，衣裳润媚，但格律不高。大髻宽衣，亦当时所尚。与李凑小相类。《武惠妃舞图》《佳丽寒食图》《佳丽伎乐图》并传于代。","","","","",""
"历代名画记_M2.1_历史人物核心表.csv","meso_张遵礼","Painter","张遵礼","","","","","{}","唐朝上","{}","《历代名画记》","卷九 唐朝上","张遵礼，善画斗将、鞍马、戈矛、器械，用笔堑差。小画尤佳。","","","","",""
"历代名画记_M2.1_历史人物核心表.csv","meso_王绍宗","Painter","王绍宗","","","","琅琊","{}","唐朝上","{}","《历代名画记》","卷九 唐朝上","王绍宗，琅琊人。父修礼，画迹与殷仲容相类。亦善书，官至秘书少监。","","","","",""
"历代名画记_M2.1_历史人物核心表.csv","meso_宋令文","Painter","宋令文","","","","","{}","唐朝上","{}","《历代名画记》","卷九 唐朝上","宋令文，亦书画皆善。","","","","",""
"历代名画记_M2.1_历史人物核心表.csv","meso_卢鸿","Painter","卢鸿","","","浩然","","{}","唐朝上","{}","《历代名画记》","卷九 唐朝上","卢鸿，一名浩然，高士也。工八分书，善画山水树石，隐于嵩山。开元初，征拜谏议大夫，不受。","","","","",""
"历代名画记_M2.1_历史人物核心表.csv","meso_郑虔","Painter","郑虔","","","","","{}","唐朝上","{}","《历代名画记》","卷九 唐朝上","郑虔，高士也。苏许公为宰相，申以忘年之契，荐为著作郎。开元二十五年，为广文馆学士，饥穷轗轲，好琴、酒、篇咏，工山水。进献诗篇及书画，玄宗御笔题曰“郑虔三绝”。与杜甫、李白为诗酒友。禄山授以伪水部员外郎，国家收复，贬台州司户。","","","","",""
"历代名画记_M2.1_历史人物核心表.csv","meso_郑逾","Painter","郑逾","","","","","{}","唐朝上","{}","《历代名画记》","卷九 唐朝上","郑逾，善山水。天宝中得名于梁宋间。逾即郑迁之弟。迁有书名。","","","","",""
"历代名画记_M2.1_历史人物核心表.csv","meso_李果奴","Painter","李果奴","","","","写貌","{}","唐朝上","{}","《历代名画记》","卷九 唐朝上","李果奴，笔迹调润。天宝中，写貌人物及僧佛为妙。元和中有李士昉，即果奴之孙，笔迹及其祖，写貌极妙。在翰林、集贤。","","","","",""
"历代名画记_M2.1_历史人物核心表.csv","meso_曹霸","Painter","曹霸","","","","","{}","唐朝上","{}","《历代名画记》","卷九 唐朝上","曹霸，魏曹髦之后。髦画称于后代。霸在开元中已得名。天宝末，每诏写御马及功臣，官至左武卫将军。","","","","",""
"历代名画记_M2.1_历史人物核心表.csv","meso_韩幹","Painter","韩幹","","","","大梁","{}","唐朝上","{}","《历代名画记》","卷九 唐朝上","韩幹，大梁人。王右丞维见其画，遂推奖之，官至太府寺丞，善写貌人物。《龙朔功臣图》《姚崇及安禄山图》《玄宗试马图》《宁王调马打球图》并传于代。","","","","",""
"历代名画记_M2.1_历史人物核心表.csv","meso_陈闳","Painter","陈闳","","","","","{}","唐朝上","{}","《历代名画记》","卷九 唐朝上","陈闳，为永王府长史，善画写貌，工鞍马。与韩同时，家蓄图画绝多。写《安禄山图》《玄宗马射图》《上党十九瑞图》。","","","","",""
"历代名画记_M2.1_历史人物核心表.csv","meso_孟仲晖","Painter","孟仲晖","","","","","{}","唐朝上","{}","《历代名画记》","卷九 唐朝上","孟仲晖，善写貌，笔迹类陈闳，又似阎令。时有杜景祥、王允之，并画迹与仲晖相近也。","","","","",""
"历代名画记_M2.1_历史人物核心表.csv","meso_王维","Painter","王维","摩诘","","","太原祁","{}","唐朝下","{}","《历代名画记》","卷十 唐朝下","王维，字摩诘，太原祁人。年十九，进士擢第，与弟缙并以词学知名，官至尚书右丞。有高致，信佛理，蓝田南置别业，以水木琴书自娱。工画山水，体涉今古。人家所蓄，多是右丞指挥工人布色。原野簇成，远树过于朴拙，复务细巧，翻更失真。清源寺壁上画辋川，笔力雄壮。常自制诗曰：“当世谬词客，前身应画师。不能舍余习，偶被时人知。”诚哉是言也。余曾见破墨山水，笔迹劲爽。","","","","",""
"历代名画记_M2.1_历史人物核心表.csv","meso_张諲","Painter","张諲","","","","","{}","唐朝下","{}","《历代名画记》","卷十 唐朝下","张諲，官至刑部员外郎，明《易》象，善草隶，工丹青。与王维、李颀等为诗酒丹青之友。尤善画山水。王维答诗曰：“屏风误点惑孙郎，团扇草书轻内史。”李颀诗曰：“小王破体闲文策，落日梨花照空壁。书堪记室妒风流，画与将军作勍敌。”“画”，一作“书”。","","","","",""
"历代名画记_M2.1_历史人物核心表.csv","meso_刘方平","Painter","刘方平","","","","","{}","唐朝下","{}","《历代名画记》","卷十 唐朝下","刘方平，工山水、树石，汧国公李勉甚重之。","","","","",""
"历代名画记_M2.1_历史人物核心表.csv","meso_王熊","Painter","王熊","","","","","{}","唐朝下","{}","《历代名画记》","卷十 唐朝下","王熊，官至潭州都督，尝与张燕公唱和诗句。善湘中山水，似李将军。意绪不卑，但笔迹轻细。","","","","",""
"历代名画记_M2.1_历史人物核心表.csv","meso_王象","Painter","王象","","","","","{}","唐朝下","{}","《历代名画记》","卷十 唐朝下","王象，有画《卤簿图》传于代。或云是熊兄弟。","","","","",""
"历代名画记_M2.1_历史人物核心表.csv","meso_田琦","Painter","田琦","","","","雁门","{}","唐朝下","{}","《历代名画记》","卷十 唐朝下","田琦，雁门人。武德功臣、兵部尚书德平之子。善写貌人物，官至汝南太守。尤善八分、小篆，写《洪崖子橘术图》传于代。","","","","",""
"历代名画记_M2.1_历史人物核心表.csv","meso_窦师纶","Painter","窦师纶","希言","","","","{}","唐朝下","{}","《历代名画记》","卷十 唐朝下","窦师纶，字希言，纳言、陈国公抗之子。初为太宗秦王府谘议、相国录事参军，封陵阳公。性巧绝，草创之际，乘舆皆阙，敕兼益州大行台、检校修造。凡创瑞锦宫绫，章彩奇丽，蜀人至今谓之“陵阳公样”。官至太府卿，银、坊、邛三州刺史。高祖、太宗时，内库瑞锦，对雉、斗羊、翔凤、游麟之状，创自师纶，至今传之。","","","","",""
"历代名画记_M2.1_历史人物核心表.csv","meso_江都王绪","Painter","江都王绪","","","","","{}","唐朝下","{}","《历代名画记》","卷十 唐朝下","江都王绪，霍王元轨之子，太宗皇帝犹子也。多才艺，善书画，鞍马擅名。垂拱中，官至金州刺史。","","","","",""
"历代名画记_M2.1_历史人物核心表.csv","meso_李平钧","Painter","李平钧","","","","","{}","唐朝下","{}","《历代名画记》","卷十 唐朝下","李平钧，宗室也。淮安王神通之曾孙，为江陵府法曹参军、汴州陈留令。平钧工山水、小篆。平钧之叔李权，工八分。叔枢，工小篆。","","","","",""
"历代名画记_M2.1_历史人物核心表.csv","meso_崔阳元","Painter","崔阳元","","","","已上七","{}","唐朝下","{}","《历代名画记》","卷十 唐朝下","崔阳元、李炅、张维亘、李滔、张通、耿昌言、弟昌期，已上七人，并工山水、杂画，通尤精瞻。","","","","",""
"历代名画记_M2.1_历史人物核心表.csv","meso_李炅","Painter","李炅","","","","已上七","{}","唐朝下","{}","《历代名画记》","卷十 唐朝下","崔阳元、李炅、张维亘、李滔、张通、耿昌言、弟昌期，已上七人，并工山水、杂画，通尤精瞻。","","","","",""
"历代名画记_M2.1_历史人物核心表.csv","meso_张维亘","Painter","张维亘","","","","已上七","{}","唐朝下","{}","《历代名画记》","卷十 唐朝下","崔阳元、李炅、张维亘、李滔、张通、耿昌言、弟昌期，已上七人，并工山水、杂画，通尤精瞻。","","","","",""
"历代名画记_M2.1_历史人物核心表.csv","meso_李滔","Painter","李滔","","","","已上七","{}","唐朝下","{}","《历代名画记》","卷十 唐朝下","崔阳元、李炅、张维亘、李滔、张通、耿昌言、弟昌期，已上七人，并工山水、杂画，通尤精瞻。","","","","",""
"历代名画记_M2.1_历史人物核心表.csv","meso_张通","Painter","张通","","","","已上七","{}","唐朝下","{}","《历代名画记》","卷十 唐朝下","崔阳元、李炅、张维亘、李滔、张通、耿昌言、弟昌期，已上七人，并工山水、杂画，通尤精瞻。","","","","",""
"历代名画记_M2.1_历史人物核心表.csv","meso_耿昌言","Painter","耿昌言","","","","已上七","{}","唐朝下","{}","《历代名画记》","卷十 唐朝下","崔阳元、李炅、张维亘、李滔、张通、耿昌言、弟昌期，已上七人，并工山水、杂画，通尤精瞻。","","","","",""
"历代名画记_M2.1_历史人物核心表.csv","meso_周古言","Painter","周古言","","","","","{}","唐朝下","{}","《历代名画记》","卷十 唐朝下","周古言，中宗时，善写貌及妇女。有《宫禁寒食图》《秋思图》传于代。","","","","",""
"历代名画记_M2.1_历史人物核心表.csv","meso_贝俊","Painter","贝俊","","","具俊","已上四","{}","唐朝下","{}","《历代名画记》","卷十 唐朝下","贝俊、一作“具俊”。李韶、魏晋孙、蒯廉，已上四人，并工花鸟。俊尤工鹰、鹘，蒯廉最为妙。","","","","",""
"历代名画记_M2.1_历史人物核心表.csv","meso_李韶","Painter","李韶","","","","已上四","{}","唐朝下","{}","《历代名画记》","卷十 唐朝下","贝俊、一作“具俊”。李韶、魏晋孙、蒯廉，已上四人，并工花鸟。俊尤工鹰、鹘，蒯廉最为妙。","","","","",""
"历代名画记_M2.1_历史人物核心表.csv","meso_魏晋孙","Painter","魏晋孙","","","","已上四","{}","唐朝下","{}","《历代名画记》","卷十 唐朝下","贝俊、一作“具俊”。李韶、魏晋孙、蒯廉，已上四人，并工花鸟。俊尤工鹰、鹘，蒯廉最为妙。","","","","",""
"历代名画记_M2.1_历史人物核心表.csv","meso_蒯廉","Painter","蒯廉","","","","已上四","{}","唐朝下","{}","《历代名画记》","卷十 唐朝下","贝俊、一作“具俊”。李韶、魏晋孙、蒯廉，已上四人，并工花鸟。俊尤工鹰、鹘，蒯廉最为妙。","","","","",""
"历代名画记_M2.1_历史人物核心表.csv","meso_白旻","Painter","白旻","","","","","{}","唐朝下","{}","《历代名画记》","卷十 唐朝下","白旻，官至同州澄城令。工花鸟、鹰鹘，觜爪纤利，甚得其趣。旻善歌，常醉酣歌阕，便画自娱。","","","","",""
"历代名画记_M2.1_历史人物核心表.csv","meso_韩嶷","Painter","韩嶷","","","","","{}","唐朝下","{}","《历代名画记》","卷十 唐朝下","韩嶷，工妇女、杂画，善布色。","","","","",""
"历代名画记_M2.1_历史人物核心表.csv","meso_高江","Painter","高江","","","","","{}","唐朝下","{}","《历代名画记》","卷十 唐朝下","高江、车道政，二人并善写貌。道政兼善佛事，迹简而笔健。","","","","",""
"历代名画记_M2.1_历史人物核心表.csv","meso_车道政","Painter","车道政","","","","","{}","唐朝下","{}","《历代名画记》","卷十 唐朝下","高江、车道政，二人并善写貌。道政兼善佛事，迹简而笔健。","","","","",""
"历代名画记_M2.1_历史人物核心表.csv","meso_朱审","Painter","朱审","","","","吴兴","{}","唐朝下","{}","《历代名画记》","卷十 唐朝下","朱审，吴兴人。工画山水，深沉瑰壮，险黑磊落，湍濑激人，平远极目。建中年颇知名。","","","","",""
"历代名画记_M2.1_历史人物核心表.csv","meso_王宰","Painter","王宰","","","","蜀中","{}","唐朝下","{}","《历代名画记》","卷十 唐朝下","王宰，蜀中人。多画蜀山，玲珑窳窆，巉嵯巧峭。","","","","",""
"历代名画记_M2.1_历史人物核心表.csv","meso_杨公南","Painter","杨公南","","","","华阴","年五十五","唐朝下","{}","《历代名画记》","卷十 唐朝下","杨公南，名炎，华阴人。孝著三代，门树六阙。风骨俊秀，神情爽迈。善山水，高奇雅赡。大历四年为中书门下侍郎，建中元年迁左仆射，流贬，年五十五。余观杨公山水图，想见其为人魁岸洒落也。","","","","",""
"历代名画记_M2.1_历史人物核心表.csv","meso_史瓒","Painter","史瓒","","","","","{}","唐朝下","{}","《历代名画记》","卷十 唐朝下","史瓒，官至省郎，善画鞍马、人物。","","","","",""
"历代名画记_M2.1_历史人物核心表.csv","meso_裴谞","Painter","裴谞","士明","","","河东","年七十五","唐朝下","{}","《历代名画记》","卷十 唐朝下","裴谞，字士明，河东人。以明经进，画山水极有思。贞元中为吏部侍郎兼御史大夫，四年为太子宾客、左散骑常侍，五年为兵部侍郎、河南尹。贞元九年，年七十五，赠兵部尚书。","","","","",""
"历代名画记_M2.1_历史人物核心表.csv","meso_韦鉴","Painter","韦鉴","","","","","{}","唐朝下","{}","《历代名画记》","卷十 唐朝下","韦鉴，工龙马，妙得精气。","","","","",""
"历代名画记_M2.1_历史人物核心表.csv","meso_张璪","Painter","张璪","文通","","","吴郡","{}","唐朝下","{}","《历代名画记》","卷十 唐朝下","张璪，字文通，吴郡人。初相国刘晏知之，相国王缙奏检校祠部员外郎、盐铁判官。坐事，贬衡州司马，移忠州司马。尤工树石、山水，自撰《绘境》一篇，言画之要诀，词多不载。初，毕庶子宏擅名于代，一见惊叹之，异其唯用秃毫，或以手摸绢素，因问璪所受。璪曰：“外师造化，中得心源。”毕宏于是阁笔。","","","","",""
"历代名画记_M2.1_历史人物核心表.csv","meso_陈昙","Painter","陈昙","玄成","","","","{}","唐朝下","{}","《历代名画记》","卷十 唐朝下","陈昙，字玄成，国初丞相叔达之后。明经出身，河南尹严武荐为参军，昭义军节度使李抱真辟为从事。贞元十四年，官至衡州刺史、邕管经略使兼御史中丞。工山水，有情趣，但峰峦少奇，往往繁碎。","","","","",""
"历代名画记_M2.1_历史人物核心表.csv","meso_顾况","Painter","顾况","逋翁","","","吴兴","{}","唐朝下","{}","《历代名画记》","卷十 唐朝下","顾况，字逋翁，吴兴人。不修检操，颇好诗咏，善画山水。初为韩晋公江南判官，入为著作佐郎，久次不迁，乃嘲诮宰相，为宪司所劾。贞元五年，贬饶州司户，居茅山以寿终。有《画评》一篇，未为精当也。","","","","",""
"历代名画记_M2.1_历史人物核心表.csv","meso_郑审","Painter","郑审","","","","","{}","唐朝下","{}","《历代名画记》","卷十 唐朝下","郑审，事具彦远所撰《彩笺诗集》。","","","","",""
"历代名画记_M2.1_历史人物核心表.csv","meso_沈宁","Painter","沈宁","","","","","{}","唐朝下","{}","《历代名画记》","卷十 唐朝下","沈宁，亦善树石、山水，有格律。师张璪而少劣。","","","","",""
"历代名画记_M2.1_历史人物核心表.csv","meso_刘商","Painter","刘商","","","","","{}","唐朝下","{}","《历代名画记》","卷十 唐朝下","刘商，官至检校礼部郎中、汴州观察判官。少年有篇咏高情，工画山水、树石。初师于张璪，后自造真为意。自张贬窜后，尝惆怅赋诗曰：“苔石苍苍临涧水，溪风袅袅动松枝。世间惟有张通会，流向衡阳那得知？”或云，商后得道。","","","","",""
"历代名画记_M2.1_历史人物核心表.csv","meso_刘整","Painter","刘整","","","","","{}","唐朝下","{}","《历代名画记》","卷十 唐朝下","刘整，任秘书省正字。善山水，有气象。时有刘之奇，亦能山水。","","","","",""
"历代名画记_M2.1_历史人物核心表.csv","meso_于锡","Painter","于锡","","","","","{}","唐朝下","{}","《历代名画记》","卷十 唐朝下","于锡，善画花鸟及鸡。","","","","",""
"历代名画记_M2.1_历史人物核心表.csv","meso_梁广","Painter","梁广","","","","","{}","唐朝下","{}","《历代名画记》","卷十 唐朝下","梁广，工花鸟，善赋彩，笔迹不及边鸾。","","","","",""
"历代名画记_M2.1_历史人物核心表.csv","meso_陈庶","Painter","陈庶","","","","扬州","{}","唐朝下","{}","《历代名画记》","卷十 唐朝下","陈庶，扬州人。师边鸾花鸟，尤善布色。","","","","",""
"历代名画记_M2.1_历史人物核心表.csv","meso_陈恪","Painter","陈恪","","","陈格","","{}","唐朝下","{}","《历代名画记》","卷十 唐朝下","陈恪，工山水，师张、郑，有气韵。人物、鞍马、虫禽并精。子积善，山水妙过于父。一云“陈格”。","","","","",""
"历代名画记_M2.1_历史人物核心表.csv","meso_戴重席","Painter","戴重席","","","","","{}","唐朝下","{}","《历代名画记》","卷十 唐朝下","戴重席，工子女，极精细。","","","","",""
"历代名画记_M2.1_历史人物核心表.csv","meso_周昉","Painter","周昉","景玄","","","杨真","{}","唐朝下","{}","《历代名画记》","卷十 唐朝下","周昉，字景玄，官至宣州长史。初效张萱画，后则小异，颇极风姿，全法衣冠，不近闾里。衣裳劲简，彩色柔丽。菩萨端严，妙创水月之体。《蜂蝶图》《按筝图》《杨真人》《陆真人图》《五星图》传于代。","","","","",""
"历代名画记_M2.1_历史人物核心表.csv","meso_赵博文","Painter","赵博文","","","","","{}","唐朝下","{}","《历代名画记》","卷十 唐朝下","赵博文，尚书左丞涓之子也。画子母犬、兔，善写貌，应进士不第。","","","","",""
"历代名画记_M2.1_历史人物核心表.csv","meso_郑寓","Painter","郑寓","","","","","{}","唐朝下","{}","《历代名画记》","卷十 唐朝下","郑寓，善果之后也。学昉画天王、菩萨，有思。","","","","",""
"历代名画记_M2.1_历史人物核心表.csv","meso_韩滉","Painter","韩滉","太冲","","","","年六十五","唐朝下","{}","《历代名画记》","卷十 唐朝下","韩滉，字太冲，官至金紫光禄大夫、浙东西两道节度使、左仆射、同平章事，封晋国公。贞元三年，年六十五，赠太傅，谥忠肃。工隶书、章草，杂画颇得形似，牛羊最佳。","","","","",""
"历代名画记_M2.1_历史人物核心表.csv","meso_戴嵩","Painter","戴嵩","","","","","{}","唐朝下","{}","《历代名画记》","卷十 唐朝下","戴嵩，韩晋公之镇浙右，署为巡官。师晋公之画，不善他物，唯善水牛而已。田家、川原，亦有意。","","","","",""
"历代名画记_M2.1_历史人物核心表.csv","meso_李渐","Painter","李渐","","","","善蕃","{}","唐朝下","{}","《历代名画记》","卷十 唐朝下","李渐，官至忻州刺史，善蕃人蕃马、骑射、射雕。放牧、川原之妙，笔迹气调，古今亡俦。","","","","",""
"历代名画记_M2.1_历史人物核心表.csv","meso_萧祐","Painter","萧祐","","","","","{}","唐朝下","{}","《历代名画记》","卷十 唐朝下","萧祐，画山水，甚有意思，为桂州观察使。","","","","",""
"历代名画记_M2.1_历史人物核心表.csv","meso_周太素","Painter","周太素","","","","","{}","唐朝下","{}","《历代名画记》","卷十 唐朝下","周太素，终尚书郎。善画花鸟、佛像。","","","","",""
"历代名画记_M2.1_历史人物核心表.csv","meso_萧悦","Painter","萧悦","","","","","{}","唐朝下","{}","《历代名画记》","卷十 唐朝下","萧悦，协律郎。工竹一色，有雅趣。","","","","",""
"历代名画记_M2.1_历史人物核心表.csv","meso_张志和","Painter","张志和","子同","烟波钓徒","龟龄","会稽","{}","唐朝下","{}","《历代名画记》","卷十 唐朝下","张志和，字子同，会稽人。性高迈，不拘检，自称“烟波钓徒”，著《玄真子》十卷。书迹狂逸，自为渔歌，便画之，甚有逸思。肃宗朝，官至左金吾卫、录事参军。本名龟龄，诏改之。颜鲁公与之善，陆羽等尝为食客。","","","","",""
"历代名画记_M2.1_历史人物核心表.csv","meso_侯莫陈厦","Painter","侯莫陈厦","重构","","","","{}","唐朝下","{}","《历代名画记》","卷十 唐朝下","侯莫陈厦，字重构。工山水，用意极精。","","","","",""
"历代名画记_M2.1_历史人物核心表.csv","meso_梁洽","Painter","梁洽","","","","荥阳","{}","唐朝下","{}","《历代名画记》","卷十 唐朝下","会稽僧道芬、郑町处士、荥阳人。梁洽处士，天台项容处士，青州吴恬处士，一名玢，字建康。已上并画山水。道芬格高，郑町淡雅，梁洽美秀，项容顽涩，吴恬险巧。恬有《画山水录》，记平生所画在绢素者，凡百余面，传之好事。自云：“初梦寐有神人指授画法。”恬好为顽石，气象深险；能为云，而气象蓊格。","","","","",""
"历代名画记_M2.1_历史人物核心表.csv","meso_道芬","Painter","道芬","","","","会稽","","唐朝下","{}","《历代名画记》","卷十 唐朝下","会稽僧道芬、郑町处士、荥阳人。梁洽处士，天台项容处士，青州吴恬处士，一名玢，字建康。已上并画山水。道芬格高，郑町淡雅，梁洽美秀，项容顽涩，吴恬险巧。恬有《画山水录》，记平生所画在绢素者，凡百余面，传之好事。自云：“初梦寐有神人指授画法。”恬好为顽石，气象深险；能为云，而气象蓊格。","","","","",""
"历代名画记_M2.1_历史人物核心表.csv","meso_郑町","Painter","郑町","","","","荥阳","","唐朝下","{}","《历代名画记》","卷十 唐朝下","会稽僧道芬、郑町处士、荥阳人。梁洽处士，天台项容处士，青州吴恬处士，一名玢，字建康。已上并画山水。道芬格高，郑町淡雅，梁洽美秀，项容顽涩，吴恬险巧。恬有《画山水录》，记平生所画在绢素者，凡百余面，传之好事。自云：“初梦寐有神人指授画法。”恬好为顽石，气象深险；能为云，而气象蓊格。","","","","",""
"历代名画记_M2.1_历史人物核心表.csv","meso_项容","Painter","项容","","","","天台","","唐朝下","{}","《历代名画记》","卷十 唐朝下","会稽僧道芬、郑町处士、荥阳人。梁洽处士，天台项容处士，青州吴恬处士，一名玢，字建康。已上并画山水。道芬格高，郑町淡雅，梁洽美秀，项容顽涩，吴恬险巧。恬有《画山水录》，记平生所画在绢素者，凡百余面，传之好事。自云：“初梦寐有神人指授画法。”恬好为顽石，气象深险；能为云，而气象蓊格。","","","","",""
"历代名画记_M2.1_历史人物核心表.csv","meso_吴恬","Painter","吴恬","建康","","玢","青州","","唐朝下","{}","《历代名画记》","卷十 唐朝下","会稽僧道芬、郑町处士、荥阳人。梁洽处士，天台项容处士，青州吴恬处士，一名玢，字建康。已上并画山水。道芬格高，郑町淡雅，梁洽美秀，项容顽涩，吴恬险巧。恬有《画山水录》，记平生所画在绢素者，凡百余面，传之好事。自云：“初梦寐有神人指授画法。”恬好为顽石，气象深险；能为云，而气象蓊格。","","","","",""
"历代名画记_M2.1_历史人物核心表.csv","meso_王默","Painter","王默","","","","","{}","唐朝下","{}","《历代名画记》","卷十 唐朝下","王默，师项容，风颠酒狂。画松石、山水，虽乏高奇，流俗亦好。醉后以头髻取墨，抵于绢画。王默早年授笔法于台州郑广文虔。贞元末，于润州殁，举柩若空，时人皆云化去。平生大有奇事，顾著作知新亭监时，默请为海中都巡，问其意，云“要见海中山水耳”。为职半年，解去。尔后落笔有奇趣，顾生乃其弟子耳。彦远从兄监察御史厚，与余具道此事，然余不甚觉默画有奇。","","","","",""
