location_id,historical_names,modern_address,coordinates,source_book,source_chapter,source_text
loc_c7717438,"[{""name"": ""乾州司"", ""period"": ""period_song""}]",,,《圣朝名画评》,卷三 屋木門第六,建隆初，被酒與監察御史符昭文競於朝堂，御史彈奏，忠恕叱臺吏奪其奏，毀之，坐貶爲乾州司戶參軍。
loc_8a9d59fe,"[{""name"": ""通署寺"", ""period"": ""period_song""}]",,,《圣朝名画评》,卷三 屋木門第六,舊自丞、簿以上，皆宗姓爲之，通署寺事。
loc_f70807e1,"[{""name"": ""朝宮殿"", ""period"": ""period_song""}]",,,《圣朝名画评》,卷三 屋木門第六,"宋周燀<<清波雜志>>卷一:""前代官室多尚華侈，本朝宮殿止用赤白，此尚儉之法也。"
loc_7b397ee4,"[{""name"": ""許州司"", ""period"": ""period_song""}]",河南省许昌市,"34.0353, 113.8524",《圣朝名画评》,卷三 雕木門第七,弱冠舉明經，舉補許州司功，永昌中拜御史中丞，知大夫事，爲來俊臣所陷，流配嶺南。
loc_1aa5f97b,"[{""name"": ""京兆"", ""period"": ""period_song""}]",陕西省西安市,"34.3416, 108.9398",《圣朝名画评》,卷三 雕木門第七,"<<五代名畫補遺.屋木門>>:""衛賢，京兆人，仕南唐，爲內供奉。"
loc_81c6c2b4,"[{""name"": ""龍興寺"", ""period"": ""period_song""}]",,,《圣朝名画评》,卷三 雕木門第七,"時克用陰懷異圖, 窺伺神器, 加以左右勸進, 克用亦懼求、 祝知之, 乃命往陝郊畫龍興寺回廊列壁二百餘堵。"
loc_cacd2ce8,"[{""name"": ""大宮殿"", ""period"": ""period_song""}]",,,《圣朝名画评》,卷三 五代名畫補遺 人物門第一,只有一門亦呼爲三門者，何也?<<佛地論>>雲:大宮殿三解脫門爲所入處。
loc_9acd4db0,"[{""name"": ""長沙寺"", ""period"": ""period_song""}]",,,《圣朝名画评》,卷三 五代名畫補遺 人物門第一,"""南朝梁宗懍<<荊楚歲時記>>:""四月八日......長沙寺閣下有九子母神。"
loc_8dfe1c80,"[{""name"": ""洛陽廣愛寺"", ""period"": ""period_song""}]",河南省洛阳市,"34.6187, 112.4540",《圣朝名画评》,卷三 五代名畫補遺 人物門第一,"梁龍德中, 洛陽廣愛寺沙門義暄, 剩置金幣, 邀四方奇筆畫三門兩壁。"
loc_c626db8f,"[{""name"": ""雒中廣愛寺"", ""period"": ""period_song""}]",河南省洛阳市,"34.6187, 112.4540",《圣朝名画评》,卷三 五代名畫補遺 人物門第一,雒中廣愛寺有畫壁。
loc_435f1c66,"[{""name"": ""豐城"", ""period"": ""period_song""}]",,,《圣朝名画评》,卷三 五代名畫補遺 人物門第一,"後文有:""曹仲元，建康豐城人。"
loc_c5bd10f4,"[{""name"": ""洛陽一帶的寺"", ""period"": ""period_song""}]",河南省洛阳市,"34.6187, 112.4540",《圣朝名画评》,卷三 五代名畫補遺 人物門第一,工人物、佛道、鬼神，師吳道子法，在開封、洛陽一帶的寺觀創作過大量壁畫。
loc_3159a86b,"[{""name"": ""長壽院"", ""period"": ""period_song""}]",,,《圣朝名画评》,卷三 五代名畫補遺 人物門第一,"今所存者唯三清殿東一壁及長壽院內輪子金剛菩薩等, 各高六七尺。"
loc_cee67235,"[{""name"": ""長壽寺並河中府"", ""period"": ""period_song""}]",,,《圣朝名画评》,卷三 五代名畫補遺 人物門第一,雒中廣愛寺有文殊普賢像，長壽寺並河中府金真觀皆有畫壁。
loc_f3dff942,"[{""name"": ""房州司"", ""period"": ""period_song""}]",,,《圣朝名画评》,卷三 五代名畫補遺 人物門第一,重誨奏其事，貶房州司戶參軍，賜死。
loc_7f43cc10,"[{""name"": ""福先寺"", ""period"": ""period_song""}]",,,《圣朝名画评》,卷三 五代名畫補遺 人物門第一,"後福先寺請異畫大殿護法善神, 異方朽約, 忽一人自稱曰: “吾姓李, 滑臺人, 有名, 善畫羅漢, 故鄉裏呼吾為李羅漢。"
loc_80dc7e16,"[{""name"": ""洛陽大福先寺"", ""period"": ""period_song""}]",河南省洛阳市,"34.6187, 112.4540",《圣朝名画评》,卷三 五代名畫補遺 人物門第一,參見溫玉成<<洛陽大福先寺歷史考察>>。
loc_8034238e,"[{""name"": ""業佛寺"", ""period"": ""period_song""}]",,,《圣朝名画评》,卷三 五代名畫補遺 人物門第一,嘗於建業佛寺畫上下座壁，凡八年不就。
loc_2ecd5670,"[{""name"": ""清涼寺"", ""period"": ""period_song""}]",,,《圣朝名画评》,卷三 五代名畫補遺・人物門第一,"亦嘗適興於所居草堂 , 畫《山路早行》及建康清涼寺浴室門側畫水 , 南州識者莫不欽歎。"
loc_75f48a3d,"[{""name"": ""遂籍帑府"", ""period"": ""period_song""}]",,,《圣朝名画评》,卷三 五代名畫補遺・人物門第一,"守立嘗畫羅漢一堂 , 為鄉人所得, 尋獻於僞後主煜, 遂籍帑府, 會煜生辰, 則張於後苑金山水閣, 以資供養, 其畫為時所賞如此。"
loc_66af07b3,"[{""name"": ""京師大相國寺"", ""period"": ""period_song""}]",河南省开封市鼓楼区自由路西段36号,"34.7973, 114.3072",《圣朝名画评》,卷三 五代名畫補遺・人物門第一,"仁壽嘗於京師大相國寺净土院大殿前畫八菩薩, 今見存焉。"
loc_6c00b677,"[{""name"": ""净土院大殿"", ""period"": ""period_song""}]",,,《圣朝名画评》,卷三 五代名畫補遺・人物門第一,"仁壽嘗於京師大相國寺净土院大殿前畫八菩薩, 今見存焉。"
loc_e547ff89,"[{""name"": ""淨土院"", ""period"": ""period_song""}]",,,《圣朝名画评》,卷三 五代名畫補遺・人物門第一,嘗於相國寺淨土院畫八菩薩，人輒謂之吳生，不復有辨之者，以此知其所學之淺深也。
loc_52729e1d,"[{""name"": ""相國寺文殊院"", ""period"": ""period_song""}]",河南省开封市鼓楼区自由路西段36号,"34.7973, 114.3072",《圣朝名画评》,卷三 五代名畫補遺・人物門第一,相國寺文殊院有淨土彌勒下生二壁，淨土院有八菩薩像，及有徵遼、獵渭等圖傳於世。
loc_79fab05c,"[{""name"": ""晉諸司"", ""period"": ""period_song""}]",,,《圣朝名画评》,"卷三 五代名畫補遺, 人物門第一",壬寅，晉諸司僚吏、嬪御、宦寺、方技、百工、圖籍、曆象、石經、銅人、明堂刻漏、太常樂譜、諸宮縣、鹵簿、法物及鎧仗，悉送上京。
loc_8665c433,"[{""name"": ""洎宮殿"", ""period"": ""period_song""}]",,,《圣朝名画评》,"卷三 五代名畫補遺, 人物門第一","竹夢松, 建康溧陽人, 亦潛心圖畫, 長於人物子女, 洎宮殿景緻。"
loc_e3893b94,"[{""name"": ""集賢院"", ""period"": ""period_song""}]",,,《圣朝名画评》,"卷三 五代名畫補遺, 人物門第一","予嘗於判太原府侍郎王公第見夢松畫《春景士女》一軸(上有璟僞合同印及集賢院印記, 并存焉)。"
loc_f2b774e0,"[{""name"": ""太原府"", ""period"": ""period_song""}]",山西省太原市,"37.8706, 112.5489",《圣朝名画评》,"卷三 五代名畫補遺, 人物門第一","予嘗於判太原府侍郎王公第見夢松畫《春景士女》一軸(上有璟僞合同印及集賢院印記, 并存焉)。"
loc_d3b866a7,"[{""name"": ""青蓮寺"", ""period"": ""period_song""}]",,,《圣朝名画评》,卷三 五代名畫補遺・山水門第二,"時鄴都  青蓮寺沙門大愚嘗乞畫於浩, 寄詩以達其意曰: “六  幅故牢健 , 知君恣筆蹤。"
loc_5ea7fc08,"[{""name"": ""京師雙林院"", ""period"": ""period_song""}]",河南省开封市,"34.7973, 114.3072",《圣朝名画评》,卷三 五代名畫補遺・山水門第二,亦嘗於京師雙林院畫寶陁落伽山觀自在菩薩  一壁。
loc_2466d785,"[{""name"": ""樓觀殿"", ""period"": ""period_song""}]",,,《圣朝名画评》,卷三 五代名畫補遺・屋木門第五,"長於樓觀殿宇, 盤車水磨, 於時見稱。"
loc_068b314c,"[{""name"": ""安業寺净土院"", ""period"": ""period_song""}]",,,《圣朝名画评》,卷三 五代名畫補遺・塑作門第六,"惠之嘗於京兆府長樂鄉  北太華觀塑玉皇尊像, 及汴州  安業寺净土院大殿內佛像(睿宗延和元年  七月二十七日改為大相國寺 ), 及枝條千佛東經藏院殿後三門二神、 當殿維摩居士像, 又於河南府廣愛寺三門上五百羅漢, 及山亭院楞伽山, 皆惠之塑也。"
loc_c156a750,"[{""name"": ""條千佛東經藏院"", ""period"": ""period_song""}]",,,《圣朝名画评》,卷三 五代名畫補遺・塑作門第六,"惠之嘗於京兆府長樂鄉  北太華觀塑玉皇尊像, 及汴州  安業寺净土院大殿內佛像(睿宗延和元年  七月二十七日改為大相國寺 ), 及枝條千佛東經藏院殿後三門二神、 當殿維摩居士像, 又於河南府廣愛寺三門上五百羅漢, 及山亭院楞伽山, 皆惠之塑也。"
loc_5f56cabf,"[{""name"": ""京兆府"", ""period"": ""period_song""}]",陕西省西安市,"34.3416, 108.9398",《圣朝名画评》,卷三 五代名畫補遺・塑作門第六,"惠之嘗於京兆府長樂鄉  北太華觀塑玉皇尊像, 及汴州  安業寺净土院大殿內佛像(睿宗延和元年  七月二十七日改為大相國寺 ), 及枝條千佛東經藏院殿後三門二神、 當殿維摩居士像, 又於河南府廣愛寺三門上五百羅漢, 及山亭院楞伽山, 皆惠之塑也。"
loc_719e2572,"[{""name"": ""楞伽山亭"", ""period"": ""period_song""}]",,,《圣朝名画评》,卷三 五代名畫補遺・塑作門第六,"故楞伽山亭, 凡留題詩板, 近逾百首, 竟為判西京留守刑部侍郎晁直諒悉鏟去之, 今存者止三首爾。"
loc_a6cf8352,"[{""name"": ""留盃亭"", ""period"": ""period_song""}]",,,《圣朝名画评》,卷三 五代名畫補遺・塑作門第六,"京兆人視其背, 皆曰: “此留盃亭也。"
loc_80b67a56,"[{""name"": ""累官殿"", ""period"": ""period_song""}]",,,《圣朝名画评》,"卷三 五代名畫補遺, 塑作門第六",昭宗時舉進士，累官殿中侍御史。
loc_a57135fb,"[{""name"": ""東法華院"", ""period"": ""period_song""}]",,,《圣朝名画评》,"卷三 五代名畫補遺, 塑作門第六","時廣愛寺東法華院主惠月聞九郎名, 迺  請塑九子母。"
loc_1e24cc19,"[{""name"": ""長壽寺大殿"", ""period"": ""period_song""}]",,,《圣朝名画评》,"卷三 五代名畫補遺, 塑作門第六","又於長壽寺大殿中塑卧孩兒一, 京邑士人, 無不欽歎。"
loc_74412fb6,"[{""name"": ""安業寺"", ""period"": ""period_song""}]",,,《圣朝名画评》,卷三 五代名畫補遺 塑作門第六,惠雲乃於安業寺東偏別營建國寺而安之。
loc_4b5dd204,"[{""name"": ""左街大相國寺"", ""period"": ""period_song""}]",河南省开封市鼓楼区自由路西段36号,"34.7973, 114.3072",《圣朝名画评》,卷三 五代名畫補遺 塑作門第六,"會官吏敷奏, 尋敕改建國寺為大相國寺, 後賜御書額, 乃省 安業寺屬焉, 則今之京師左街大相國寺是也。"
loc_ad6b11a8,"[{""name"": ""藥師院"", ""period"": ""period_song""}]",,,《圣朝名画评》,卷三 五代名畫補遺 塑作門第六,"建國寺, 今藥師院是也。"
loc_f229a5ad,"[{""name"": ""安業寺"", ""period"": ""period_song""}]",,,《圣朝名画评》,卷三 五代名畫補遺 塑作門第六,"其金像為安業寺所遷, 時具  萬夫衆, 力不能少動, 而佛面現白毫金相瑞光, 上燭於天 。"
loc_ca2f8cea,"[{""name"": ""河南洛陽"", ""period"": ""period_song""}]",河南省洛阳市,"34.6187, 112.4540",《圣朝名画评》,人物门(籍贯信息的提取),王瓘，字國器，河南洛陽人。美風表，有才辯，少志於畫。家甚窮匱，無以資遊學。北邙山老子廟壁，吳生所畫，世稱絕筆焉。瓘多往觀之，雖窮冬積雪，亦無倦意。有為塵滓塗漬處，必拂拭磨刮，以尋其跡，由是得其遺法。又能變通不滯，取長舍短，聲譽藉甚，動於四遠。王公大人有得瓘畫者，以為珍玩。末年，石中令以禮召瓘畫昭報寺廊壁，厚酬金幣(今西京石家寺壁見在)。故於乾德、開寶之間，無與敵者。身死之日，畫流相帥哭之。虞部武員外(宗元)，亦河南人，每歎曰：“吾觀國器之筆，則不知有吳生矣。吳生畫天女，頸領粗促，行步跛側。又樹石淺近，不能相稱。國器則舍而不取，故於事物盡工。復能設色清潤，古今無倫。恨不同時，親受其法。”翰林待詔高克明亦謂人曰：“今若得國器畫，何必吳生？所謂買王得吳矣。”識者以為知言。子端，亦有名於時。
loc_d7528523,"[{""name"": ""京師"", ""period"": ""period_song""}]",河南省开封市,"34.7973, 114.3076",《圣朝名画评》,人物门(籍贯信息的提取),王靄，京師人。幼有志節，頗尚靜默。留心圖畫，尤長於寫真。追學吳生之筆，於佛像人物能盡其妙。朱梁時以為翰林待詔。至石晉末，耶律德光犯闕，時靄與焦著、王仁壽為德光掠歸。至宋有天下，放靄還國，復為待詔。藝祖以區區江左未歸疆土，有意於吊伐，命靄微服往鍾陵，寫其謀臣宋齊丘、韓熙載、林仁肇等形狀。如上意，受賞加等。奉詔於定力院寫宣祖及太后御容，梁祖真像亦在焉(本院堂西壁畫見存，但經後人裝飾失真)。又於大殿西壁畫水月觀音，及於景德寺九曜院殿西壁畫彌勒下生像。末年，與東平孫夢卿畫開寶寺大殿後文殊閣下東西兩壁。夢卿以東壁讓之，尊靄聲跡，
loc_c591e2ee,"[{""name"": ""鄆州須昌"", ""period"": ""period_song""}]",山东省泰安市东平县,"35.9369, 116.2991",《圣朝名画评》,人物门(籍贯信息的提取),"孫夢卿，鄆州須昌人。少有精鑒而性拘執。家世豪右，不事産業，志於圖繪。常語人曰:""吾所好者，吳生耳，餘無所取。""故盡得其法，里中人目爲""孫脫壁""，又曰孫吳生（言能全""脫吳生之壁，無小處）。凡欲命意揮寫，必爲豪貴所知，日湊於門，爭先請售。識者以爲吳生後身，數百年能至其藝者，止夢卿焉。與王靄對畫開寶寺文殊閣下西壁，爲西方毗樓勒叉天王像及金槍道菩薩相，今並存焉。夢卿之畫，世少藏者，王公大人第往往有之。"
loc_37393837,"[{""name"": ""耀州華原"", ""period"": ""period_song""}]",陕西省铜川市耀州区,"34.9103, 108.9796",《圣朝名画评》,人物门(籍贯信息的提取),趙光輔，耀州華原人。太宗朝為圖畫院學生。性喜幽曠，無仕進意，潛自遁去，鄉人猶呼“趙評事”。長於佛畫及人物、蕃馬等。愚客於許日開元寺見輔畫攝摩騰、竺法蘭以傳教。皆丈餘，其慈覺悲憫之相盡備。又畫五百高僧，姿質風度，互有意思，坐立瞻聽，皆得其妙，貌若悲覺，以動觀者。
loc_fcf00cbb,"[{""name"": ""河南白波"", ""period"": ""period_song""}]",河南省洛阳市孟津区一带,"34.8250, 112.4430",《圣朝名画评》,人物门(籍贯信息的提取),武宗元，字總之，河南白波人。世業儒，為鄉裏所重。父道，與丞相文惠公(隨)為布衣交，將宗元詣之。時方成童，大被稱賞。文惠妻以外孫，用其蔭得太廟齋郎。年十七，文惠請畫北邙山老子廟壁，頗為精絕。景德末，章聖營玉清昭應宮，募天下畫流逾三千數，中程者不減一百人，分為二部，宗元為左部之長。丁朱崖為宮使，語僚佐曰：“適見靡旗亂轍者，悉為宗元所逐矣。”上亦優勞之。中嶽天封觀置百金以求
loc_4adfbb0d,"[{""name"": ""蘇州長洲"", ""period"": ""period_song""}]",江苏省苏州市,"31.2989, 120.5853",《圣朝名画评》,人物门(籍贯信息的提取),宮使，並非一般的“皇官使者”，這裏特指“玉清昭應官使”。丁朱崖，四庫本作“朱崖”，即丁謂。“(王)欽若與丁謂、林特、陳彭年、劉承珪，時謂之“五鬼”。奸邪險僞，誠如聖諭。”《宋史》有傳：丁謂，字謂之，後更字公言，蘇州長洲人。淳化三年，登進士甲科。大中祥
loc_1b8e9817,"[{""name"": ""建康"", ""period"": ""period_song""}]",江苏省南京市,"32.0603, 118.7969",《圣朝名画评》,人物门(籍贯信息的提取),王齊翰，建康人。世為右姓。齊翰自為童時，已能畫地成人，有挺立之勢。日見加益，仕唐李煜為待詔。及王師指伐，所得府藏，悉充軍中之賞。有步卒李貴者徑入佛廟，得齊翰所畫十六羅漢。俄鬻於市，有富商劉元嗣以白金四百兩請售。元嗣入都，復質於相國寺普滿塔主清教處。及元嗣往贖，遂為所匿。訟於京府，時神宗方為尹，按證其事，清教詞屈，乃出元畫，大為神宗嘉歎，各賜白金千兩釋之。後十六日即位，名曰應運國寶羅漢，藏於秘府。
loc_a07a02ff,"[{""name"": ""汝南宛丘"", ""period"": ""period_song""}]",河南省周口市淮阳区,"33.7321, 114.8878",《圣朝名画评》,人物门(籍贯信息的提取),王士元，汝南宛丘人。父仁壽，亦能丹青，事見《五朝名畫録》。至士元尤精其藝。好讀書，為儒者，言有局量，鄉里器之。與國子博士郭忠恕為畫友。士元嘗為孫四皓之客，甚見推待。唐有《名畫斷》，第其一百三人之姓名。太宗天縱多能，留神庶藝，訪其後來，復得一百三人，編次有倫，亦曰《名畫斷》。孫氏謂士元曰：“上為畫斷，以續唐本，子其謂何？”士元乃沉默思慮，采唐來諸家之長，為《武王誓師獨夫崇飲圖》。京師之人詣孫館者，日不可計，中有歎者曰：“王君之意，與六經合，觀其事蹟，不覺千古之遠，非精慮入神，何以至此！”孫氏不敢私有，進於天子，下圖畫院品第之。時院中高文進與士元有隙，定為下品，識者忿之。止以三十縑為賜，不顧而去。文懿張公惜其精筆，奏攝南陽從事。
loc_37a8f126,"[{""name"": ""安定"", ""period"": ""period_song""}]",甘肃省平凉市/宁夏固原一带,"35.5426, 106.6829",《圣朝名画评》,人物门(籍贯信息的提取),侯翌，字子衝，安定人。性簡潔，重信義。學吳生釋道畫。予至和中於閭巷見挈一舊圖，貯於大器，將濯去顏色，尋呼止之，乃翌所畫七夕乞巧圖也。其人曰：“我於京城中丐舊功德，亟賣以給朝夕。此圖雖得於大族，及其市也，人以敝裂，無肯售之色，我將洗滌，以補穿結之服。”因倍價以售，歸則熟視，宛有王公第宅妓女瞻祝之態。
loc_daec9b7b,"[{""name"": ""安定"", ""period"": ""period_song""}]",甘肃省平凉市/宁夏固原一带,"35.5426, 106.6829",《圣朝名画评》,人物门(籍贯信息的提取),侯翌，道釋畫家，主要活動在宋太宗時期。《宣和畫譜・道釋四》：“侯翌，字子衝，安定人。善畫。端拱、雍熙之際，聲名籍甚。學吳道元作道釋，落墨清【？】，行筆勁峻，峭拔而秀，絢麗而雅，亦畫家之絕藝也。始年十三，師郭巡官，郭忘其名。越四年，所學過郭遠甚，慮掩郭
loc_ab99e1a1,"[{""name"": ""京師"", ""period"": ""period_song""}]",河南省开封市,"34.7973, 114.3076",《圣朝名画评》,人物门(籍贯信息的提取),高元亨，字彥德，京師人。一名懷寶。端願拘禮法，嘗褒衣大帶，引奚奴行，人以儒者視之。真廟時為圖畫院祗候。嘗畫從駕兩軍角抵戲場圖，寫其觀者，四合如堵，坐立翹企，攀扶仰俯，及富貴貧賤、老幼長少、緇黃技術、外夷之人，莫不備具，至有争怒解挽，千變萬狀，求真盡得，古未有也。元亨嘗押河西防邊將校冬衣至渭川，見畫人南簡，雖有推獎之意，終不能援。
loc_f3f2d111,"[{""name"": ""安定靈臺"", ""period"": ""period_song""}]",甘肃省平凉市灵台县,"35.0661, 107.6166",《圣朝名画评》,人物门(籍贯信息的提取),孫懷說，安定靈臺人也。任俠不事產業。喜丹青，亦學吳生，略得其奧。乘興命筆，往往稱絕。多為好事者取去，故人間少見其本。
loc_7c04e0ac,"[{""name"": ""平涼"", ""period"": ""period_song""}]",甘肃省平凉市,"35.5426, 106.6829",《圣朝名画评》,人物门(籍贯信息的提取),南簡，平涼人。性簡傲，不肯從親舊遊，閉門獨居，以畫自樂。太宗朝待詔高元亨奉使過渭川，目睹簡畫，得其名氏，遽召之。會簡袖刺來謁，喜其同好，盡禮相遇。因求簡筆，簡遂披紙運思，揮染如掃，窮百番無相犯者。元亨益重之。故相國劉公有簡畫少微星一軸，甚有氣韻。
loc_2f529d81,"[{""name"": ""新繁"", ""period"": ""period_song""}]",四川省成都市新都区新繁街道,"30.8967, 104.0084",《圣朝名画评》,人物门(籍贯信息的提取),王道真，字幹叔，新繁人。幼穎悟，有節操，善丹青。太宗朝待詔高文進甚有聲望，一日上問：“民間誰如卿者？”文進進曰：“新繁人王道真者，猶出臣上。”遂召入圖畫院為祗候，與文進等傳移相國寺高益畫壁，及於大殿西偏門南面東壁畫寶志化十二面觀音相，又與文進對畫寺庭北門東面大神，遷待詔。及同文進計度玉清昭應宮壁，當時稱之。
loc_a1cf2cc3,"[{""name"": ""蜀中"", ""period"": ""period_song""}]",四川盆地一带,"30.5728, 104.0668",《圣朝名画评》,人物门(籍贯信息的提取),"沙門元靄，蜀中人。幼來京師相國寺落髮，授大具足戒，通古人相法，遂能寫真。太宗聞之，召元靄傳寫。時上幸後苑賞春方還，烏巾插花，天姿和暢，靄一揮而成，略無凝滯。上優賜之，由是有聲名，巨貴人爭求其筆。亦嘗畫本寺西經藏院後大悲菩薩。章聖即位，召靄寫先帝側座御容，恩賜甚厚。錢希白《洞微志》云:""僧元靄，蜀人，皇朝來，多禁中供奉。""一旦在御書院中寫粉本，中官皆來觀看。靄公每成，染顏色畢，懷中別出一小石研磨取色，蓋覆肉色之上，然後遂如真。衆工所不及者，正爲此特高。其日用石訖，忽見一小黃門懷之而去。靄公喧呼索之，方置舊處，又以非語凌辱，然後奔走而去。因遍詢中官，同列無肯言其姓名。畫其顏貌，求謁李都知(神福)，哀訴以中貴竊石毀辱之事，忿色可掬。李因诘之曰:""小底至多，不知姓名，誰當其責?""靄公因懷中探出頭子，言此可以驗之。李一見大笑日:""此楊懷吉也，何倉卒間圖寫，筆法如是精妙!""因延坐嗟尚，見召楊責讓，伏罪致謝而退。自此傳神聲價，蔚爲獨步矣。"
loc_71eb3b72,"[{""name"": ""江南"", ""period"": ""period_song""}]",长江下游南岸地区,,《圣朝名画评》,人物门(籍贯信息的提取),"趙幹，江寧(今江蘇南京)人，南唐後主時圖畫院學生，活動時間應在五代時期，沒有入宋的記載。傳世作品有>，此圖>有著。>:""趙幹，江南人，工畫水。事江南爲畫院學生。"">:""趙幹，江南人。善畫山林泉石，事僞主李煜爲畫院學生，故所畫皆江南風景，多作樓觀、舟肛、水村、漁市、花竹，散爲景趣，雖在朝市風埃間，一見便如江上，令人褰裳欲涉而問舟浦漵間也。"">等書也有記載。"
loc_9e8f6545,"[{""name"": ""江南"", ""period"": ""period_song""}]",长江下游南岸地区,,《圣朝名画评》,人物门(籍贯信息的提取),"楊輝，當時畫魚很有名氣。>作""楊揮""，>作""楊暉""。>:""楊揮，江南人，善畫魚。人稱之，而未見其跡。"">:""楊暉，江南人。善畫魚，得其揚髻鼓鬣之態，蘋蘩荇藻，映帶清淺，浮沈鼓躍，曲盡其性。今人畫魚者多拘鱗甲之數，或貫柳，或在陸，奄奄無生意。惟暉則不拘世習，吹柳絮，漾桃花，於魚得計時，往往見之筆下。覽之者如在濠梁間，然未免畫家者流所指摘也。""又，四庫本作""楊暉""。"
loc_45fbdba9,"[{""name"": ""江夏"", ""period"": ""period_song""}]",湖北省武汉市江夏区,"30.3769, 114.3162",《圣朝名画评》,人物门(籍贯信息的提取),"梅行思，五代南唐畫家。一稱再思，江夏(今湖北武昌)人。南唐後主時爲翰林待詔。善畫人物、牛馬，尤以畫鷄見長，世稱梅家鷄。>:""梅行思(或雲再思)，江夏人。工畫鬥鷄，名聞天下。最著者是陳康肅家>一軸，號爲神。兼工人物，有>>>>>等圖傳於世。"""
loc_9f352a47,"[{""name"": ""陳國宛丘"", ""period"": ""period_song""}]",河南省周口市淮阳区,"33.7321, 114.8878",《圣朝名画评》,人物门(籍贯信息的提取),"閻士安，宋代醫官。精醫，曾任醫學助教。工繪畫，以畫墨竹聞名。>:""閻士安，陳州宛丘人，以醫術爲助教。工畫墨竹，筆力老勁，名著當時。每於大卷高壁爲不盡景，或爲風勢，甚有意趣。復愛作墨蟹蒲藻，等閑而成，爲人所重也。"">:""閻士安，陳國宛丘人。家世業醫。性喜作墨戲，荊檟枳棘，荒崖斷岸，皆極精妙。尤長於竹，或作風偃雨霽，煙薄景曛，霜枝雪幹，亭亭苒苒，曲盡其態。中書令謚武恭王德用好收花竹之畫，士安作>獻之。德用一見嘆美不已，遂以爲篋中之冠，奏補國子四門助教，後之學者往往取以爲模楷焉。"""
loc_9345a6ba,"[{""name"": ""中天竺"", ""period"": ""period_song""}]",印度,,《圣朝名画评》,人物门(籍贯信息的提取),"攝摩騰，全名迦攝摩騰，迦攝即迦葉，意譯飲光，摩騰意譯大象，中天竺人。擅長禮儀，解大、小乘經典，常以遊化爲已任。>卷一:""攝摩騰，本中天竺人。善風儀，解大小乘經。常遊化爲任......帝"
loc_a49a7b5f,"[{""name"": ""中天竺"", ""period"": ""period_song""}]",,,《圣朝名画评》,人物门(籍贯信息的提取),"以爲然，即遣郎中蔡愔、博士弟子秦景等，使往天竺尋訪佛法。愔等於彼遇見摩騰，乃要還漢地。騰誓志弘通，不憚疲苦，冒涉流沙，至乎雒邑。明帝甚加賞接，於城西門外立精舍以處之。漢地有沙門之始也。""竺法蘭，意譯法寶。>卷一:""竺法蘭，亦中天竺人。自言誦經論數萬章。爲天竺學者之師。時蔡愔既至彼國，蘭與摩騰共契遊化，遂相隨而來。"""
loc_89aa76d1,"[{""name"": ""建康豐城"", ""period"": ""period_song""}]",,,《圣朝名画评》,人物门(籍贯信息的提取),"曹仲元，曹仲玄也，類似前注""朱景元""的情況。王氏本目作""曹仲先""，內文作曹仲元，當是目録有誤。曹仲玄，五代道釋畫家。>卷三:""曹仲元，建康豐城人。江南李氏時，爲翰林待詔。畫道釋鬼神，初學吳道玄不成，其法，別作細密，以自名家。尤工傅彩，遂有一種風格。嘗於建業佛寺畫上下座壁，凡八年不就。李氏責其緩，命周文矩較之。文矩日:'仲元繪上天本樣，非凡工所及，故遲遲如此。'越明年，乃成。李氏特加恩撫焉。杜甫詩謂:'十日一水五日一石，能事不受相促迫。' 信不誣也。此與左思十年三賦何異?故古之畫工，率非俗士，其模寫物象，多與文人才士思致相合，以其冥搜相類耳。當時江左言道釋者，稱仲元爲第一，不爲過焉。"""
loc_e9429211,"[{""name"": ""汝南宛"", ""period"": ""period_song""}]",河南省周口市淮阳区,"33.7321, 114.8878",《圣朝名画评》,人物门(籍贯信息的提取),"王仁壽，學吳道子，當時有名的道釋畫家。>:""王仁壽，汝南宛人。石晉時作待詔。仿吳生畫爲佛廟鬼神及馬等。嘗於相國寺淨土院畫八菩薩，人輒謂之吳生，不復有辨之者，以此知其所學之淺深也。既作浮屠氏畫，則多在屋壁堂殿間，歲月浸久，隨以隳壞，故存者絕少。"">:""王仁壽，汝南宛人，工畫佛道鬼神，兼長鞍馬。始師王殷，後學精吳法。晉末爲契丹所掠，太祖受禪放還。相國寺文殊院有淨土彌勒下生二壁，淨土院有八菩薩像，及有徵遼、獵渭等圖傳於世。""。"
loc_84131a89,"[{""name"": ""甘肅敦煌"", ""period"": ""period_song""}]",甘肃省敦煌市,"40.1421, 94.6620",《圣朝名画评》,人物门(籍贯信息的提取),李琪，字臺秀，甘肅敦煌人。昭宗時舉進士，累官殿中侍御史。入梁，爲翰林學士。末帝時，拜門下平章事。唐明宗時，位至太子少傅。集十卷，今存詩二首。>有傳。
