"Source_File","work_id","title","creator_ref","period_ref","icon_ref","status","support","dimensions","repository","source_book","source.chapter","originalsource_sentence","originalsource","location_ref","source_chapter","original_source_sentence","creator_name","creator_name_cn","period_name_cn"
"历代名画记_M3.1_作品实体表.csv","work_6d37c103","鬼神","meso_孙尚子","隋","神怪","","Scroll","","","《历代名画记》","卷八 隋","李云：“孙、郑共师于张，郑则人物、楼台，当雄霸伯；孙则魑魅魍魉，参灵酌妙。善为战笔之体，甚有气力。衣服手足，木叶川流，莫不战动。唯须发独尔调利。他人效之，终莫能得，此其异态也。”在上品，郑下、董、展上。《美人图》《屋宇》《鬼神》传于代。","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_06059f9f","巧瞻","meso_董伯仁","隋","人物","","Screen","","","《历代名画记》","卷八 隋","窦蒙云：“楼台、人物，旷绝今古。杂画巧瞻，高视孙、田。乃变化万殊，何止屏风一种？”","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_94f2227b","外有情","meso_董伯仁","隋","花鸟走兽","","Scroll","","","《历代名画记》","卷八 隋","李云：“董与展皆天生纵任，亡所祖述。动笔形似，画外有情，足使先辈名流动容变色。但地处平原，阙江山之助；迹参戎马，少簪裾之仪。此是所未习，非其所不至。若较其优劣，则欣戚笑言，皆穷生动之意；驰骋弋猎，各有奔飞之状。必也三休轮奂，董氏造其微；六辔沃若，展生居其骏。董有展之车马，展亡董之台阁。”","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_78289e20","周明帝畋游图","meso_董伯仁","隋","人物","","Scroll","","","《历代名画记》","卷八 隋","汝南今多画迹，是其绝思。石泉公王方庆观之而叹曰：“向使展、董二人与江东诸子易地而处，张侯已降，咸应病之。”鉴者以为知言。初，董与展同召入隋室，一自河北，一自江南，初则见轻，后乃颇采其意。古来词人亦有此累。《周明帝畋游图》《杂画台阁样》《弥勒变》《弘农田家图》《隋文帝上厩名马图》传于代。","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_d551e04c","杂画台阁样","meso_董伯仁","隋","建筑","","Scroll","","","《历代名画记》","卷八 隋","汝南今多画迹，是其绝思。石泉公王方庆观之而叹曰：“向使展、董二人与江东诸子易地而处，张侯已降，咸应病之。”鉴者以为知言。初，董与展同召入隋室，一自河北，一自江南，初则见轻，后乃颇采其意。古来词人亦有此累。《周明帝畋游图》《杂画台阁样》《弥勒变》《弘农田家图》《隋文帝上厩名马图》传于代。","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_4e68a560","弥勒变","meso_董伯仁","隋","佛教","","Scroll","","","《历代名画记》","卷八 隋","汝南今多画迹，是其绝思。石泉公王方庆观之而叹曰：“向使展、董二人与江东诸子易地而处，张侯已降，咸应病之。”鉴者以为知言。初，董与展同召入隋室，一自河北，一自江南，初则见轻，后乃颇采其意。古来词人亦有此累。《周明帝畋游图》《杂画台阁样》《弥勒变》《弘农田家图》《隋文帝上厩名马图》传于代。","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_eec57843","弘农田家图","meso_董伯仁","隋","地图/杂画","","Scroll","","","《历代名画记》","卷八 隋","汝南今多画迹，是其绝思。石泉公王方庆观之而叹曰：“向使展、董二人与江东诸子易地而处，张侯已降，咸应病之。”鉴者以为知言。初，董与展同召入隋室，一自河北，一自江南，初则见轻，后乃颇采其意。古来词人亦有此累。《周明帝畋游图》《杂画台阁样》《弥勒变》《弘农田家图》《隋文帝上厩名马图》传于代。","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_5c24c83f","隋文帝上厩名马图","meso_董伯仁","隋","人物","","Scroll","","","《历代名画记》","卷八 隋","汝南今多画迹，是其绝思。石泉公王方庆观之而叹曰：“向使展、董二人与江东诸子易地而处，张侯已降，咸应病之。”鉴者以为知言。初，董与展同召入隋室，一自河北，一自江南，初则见轻，后乃颇采其意。古来词人亦有此累。《周明帝畋游图》《杂画台阁样》《弥勒变》《弘农田家图》《隋文帝上厩名马图》传于代。","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_e175c310","六番图","meso_王仲舒","隋","地图/杂画","","Scroll","","","《历代名画记》","卷八 隋","尉迟跋质那，西国人。善画外国及佛像，当时擅名，今谓之“大尉迟”。《六番图》《外国宝树图》，又有《婆罗门图》传于代。","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_e0c81aeb","外国宝树图","meso_王仲舒","隋","地图/杂画","","Scroll","","","《历代名画记》","卷八 隋","尉迟跋质那，西国人。善画外国及佛像，当时擅名，今谓之“大尉迟”。《六番图》《外国宝树图》，又有《婆罗门图》传于代。","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_3079af8d","婆罗门图","meso_王仲舒","隋","地图/杂画","","Scroll","","","《历代名画记》","卷八 隋","尉迟跋质那，西国人。善画外国及佛像，当时擅名，今谓之“大尉迟”。《六番图》《外国宝树图》，又有《婆罗门图》传于代。","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_cb1e6ab5","外国宝树","meso_王仲舒","隋","地图/杂画","","Scroll","","","《历代名画记》","卷八 隋","尉迟跋质那，西国人。善画外国及佛像，当时擅名，今谓之“大尉迟”。《六番图》《外国宝树图》，又有《婆罗门图》传于代。","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_6d6fa044","三宝感通记","meso_王仲舒","隋","地图/杂画","","Scroll","","","《历代名画记》","卷八 隋","天竺僧昙摩拙义，亦善画。隋文帝时自本国来，遍礼中夏阿育王塔。至成都雒县大石寺，空中见十二神形，便一一貌之，乃刻木为十二神形于寺塔下，至今在焉。具《三宝感通记》。","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_1be5d3a8","文成公主降番图","meso_阎立德","唐","人物","","Fan","","","《历代名画记》","卷九 唐朝上","阎立德，上品下。阎让，字立德，以字行于代。父毗，在隋以丹青知名，已在第八卷中具载。与弟立本，俱传家业。武德中，为尚衣奉御，造衮冕大裘等六服，腰舆、伞扇，咸得妙制。贞观初，为将作大匠，造翠微、玉华宫，称旨。官至工部尚书，封大安县公。显庆元年赠吏部尚书、并州都督，谥曰康。《文成公主降番图》《玉华宫图》《斗鸡图》并传于代。","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_5b52388a","玉华宫图","meso_阎立德","唐","建筑","","Fan","","","《历代名画记》","卷九 唐朝上","阎立德，上品下。阎让，字立德，以字行于代。父毗，在隋以丹青知名，已在第八卷中具载。与弟立本，俱传家业。武德中，为尚衣奉御，造衮冕大裘等六服，腰舆、伞扇，咸得妙制。贞观初，为将作大匠，造翠微、玉华宫，称旨。官至工部尚书，封大安县公。显庆元年赠吏部尚书、并州都督，谥曰康。《文成公主降番图》《玉华宫图》《斗鸡图》并传于代。","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_82246517","斗鸡图","meso_阎立德","唐","人物","","Fan","","","《历代名画记》","卷九 唐朝上","阎立德，上品下。阎让，字立德，以字行于代。父毗，在隋以丹青知名，已在第八卷中具载。与弟立本，俱传家业。武德中，为尚衣奉御，造衮冕大裘等六服，腰舆、伞扇，咸得妙制。贞观初，为将作大匠，造翠微、玉华宫，称旨。官至工部尚书，封大安县公。显庆元年赠吏部尚书、并州都督，谥曰康。《文成公主降番图》《玉华宫图》《斗鸡图》并传于代。","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_be2d62e1","大匠","meso_阎立德","唐","人物","","Fan","","","《历代名画记》","卷九 唐朝上","阎立德，上品下。阎让，字立德，以字行于代。父毗，在隋以丹青知名，已在第八卷中具载。与弟立本，俱传家业。武德中，为尚衣奉御，造衮冕大裘等六服，腰舆、伞扇，咸得妙制。贞观初，为将作大匠，造翠微、玉华宫，称旨。官至工部尚书，封大安县公。显庆元年赠吏部尚书、并州都督，谥曰康。《文成公主降番图》《玉华宫图》《斗鸡图》并传于代。","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_bdc344e3","玉华宫","meso_阎立德","唐","建筑","","Fan","","","《历代名画记》","卷九 唐朝上","阎立德，上品下。阎让，字立德，以字行于代。父毗，在隋以丹青知名，已在第八卷中具载。与弟立本，俱传家业。武德中，为尚衣奉御，造衮冕大裘等六服，腰舆、伞扇，咸得妙制。贞观初，为将作大匠，造翠微、玉华宫，称旨。官至工部尚书，封大安县公。显庆元年赠吏部尚书、并州都督，谥曰康。《文成公主降番图》《玉华宫图》《斗鸡图》并传于代。","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_fb7503d4","秦府十八学士","meso_阎立德","唐","人物","","Scroll","","","《历代名画记》","卷九 唐朝上","立德弟立本，上品下。显庆初，代立德为工部尚书。总章元年拜右相，封博陵县男。有应务之才，兼能书画，朝廷号为“丹青神化”。初为太宗秦王库直，武德九年，命写秦府十八学士，褚亮为赞。","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_45ad5a14","形貌","meso_阎立德","唐","人物","","Scroll","","","《历代名画记》","卷九 唐朝上","“及薛收卒，征东虞州录事参军刘孝孙入馆，寻迁库直，阎立本图形貌，具题名字爵里，仍教文学褚亮为之像赞，勒成一卷，号‘十八学士’。并给珍膳，分为三番，更直宿于阁。每军国务静，参谒归休，即引见，论讨坟典，商略前载，考其得失，或夜分而寝。又降以温颜，礼数甚厚，由是天下归心，奇杰之士，咸思自效。于时预入馆者，时所倾慕，谓之‘登瀛州’云。”","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_37b8c62f","外国图","meso_阎立德","唐","地图/杂画","","Scroll","","","《历代名画记》","卷九 唐朝上","时天下初定，异国来朝，诏立本画《外国图》。又鄠、杜间有苍虎为患，天皇引骁雄千骑取之。虢王元凤，太宗之弟也，弯弓三十钧，一矢毙之，召立本写貌，以旌雄勇。《国史》云：“太宗与侍臣泛游春苑，池中有奇鸟，随波容与。上爱玩不已，召侍从之臣歌咏之，急召立本写貌。阁中传呼画师阎立本，立本时已为主爵郎中，奔走流汗，俯伏池侧，手挥丹素，目瞻坐宾，不胜愧赧。退戒其子曰：‘吾少好读书属词，今独以丹青见知，躬厮役之务，辱莫大焉！尔宜深戒，勿习此艺。’”然性之所好，终不能舍。及为右相，与左相姜恪对掌枢务。恪曾立边功，立本唯善丹青，时人谓《千字文》语曰：“左相宣威沙漠，右相驰誉丹青。”言并非宰相器。咸亨元年，复为中书令；四年薨，谥曰文贞。","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_fc589c0f","国史","meso_阎立德","唐","地图/杂画","","Scroll","","","《历代名画记》","卷九 唐朝上","时天下初定，异国来朝，诏立本画《外国图》。又鄠、杜间有苍虎为患，天皇引骁雄千骑取之。虢王元凤，太宗之弟也，弯弓三十钧，一矢毙之，召立本写貌，以旌雄勇。《国史》云：“太宗与侍臣泛游春苑，池中有奇鸟，随波容与。上爱玩不已，召侍从之臣歌咏之，急召立本写貌。阁中传呼画师阎立本，立本时已为主爵郎中，奔走流汗，俯伏池侧，手挥丹素，目瞻坐宾，不胜愧赧。退戒其子曰：‘吾少好读书属词，今独以丹青见知，躬厮役之务，辱莫大焉！尔宜深戒，勿习此艺。’”然性之所好，终不能舍。及为右相，与左相姜恪对掌枢务。恪曾立边功，立本唯善丹青，时人谓《千字文》语曰：“左相宣威沙漠，右相驰誉丹青。”言并非宰相器。咸亨元年，复为中书令；四年薨，谥曰文贞。","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_52184c0a","千字文","meso_阎立德","唐","地图/杂画","","Scroll","","","《历代名画记》","卷九 唐朝上","时天下初定，异国来朝，诏立本画《外国图》。又鄠、杜间有苍虎为患，天皇引骁雄千骑取之。虢王元凤，太宗之弟也，弯弓三十钧，一矢毙之，召立本写貌，以旌雄勇。《国史》云：“太宗与侍臣泛游春苑，池中有奇鸟，随波容与。上爱玩不已，召侍从之臣歌咏之，急召立本写貌。阁中传呼画师阎立本，立本时已为主爵郎中，奔走流汗，俯伏池侧，手挥丹素，目瞻坐宾，不胜愧赧。退戒其子曰：‘吾少好读书属词，今独以丹青见知，躬厮役之务，辱莫大焉！尔宜深戒，勿习此艺。’”然性之所好，终不能舍。及为右相，与左相姜恪对掌枢务。恪曾立边功，立本唯善丹青，时人谓《千字文》语曰：“左相宣威沙漠，右相驰誉丹青。”言并非宰相器。咸亨元年，复为中书令；四年薨，谥曰文贞。","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_ac6bb615","师阎立本","meso_阎立德","唐","地图/杂画","","Scroll","","","《历代名画记》","卷九 唐朝上","时天下初定，异国来朝，诏立本画《外国图》。又鄠、杜间有苍虎为患，天皇引骁雄千骑取之。虢王元凤，太宗之弟也，弯弓三十钧，一矢毙之，召立本写貌，以旌雄勇。《国史》云：“太宗与侍臣泛游春苑，池中有奇鸟，随波容与。上爱玩不已，召侍从之臣歌咏之，急召立本写貌。阁中传呼画师阎立本，立本时已为主爵郎中，奔走流汗，俯伏池侧，手挥丹素，目瞻坐宾，不胜愧赧。退戒其子曰：‘吾少好读书属词，今独以丹青见知，躬厮役之务，辱莫大焉！尔宜深戒，勿习此艺。’”然性之所好，终不能舍。及为右相，与左相姜恪对掌枢务。恪曾立边功，立本唯善丹青，时人谓《千字文》语曰：“左相宣威沙漠，右相驰誉丹青。”言并非宰相器。咸亨元年，复为中书令；四年薨，谥曰文贞。","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_21c01c53","田舍","meso_阎立德","唐","建筑","","Screen","十二扇","","《历代名画记》","卷九 唐朝上","李嗣真云：“博陵、大安，难兄难弟。自江左陆、谢云亡，北朝子华长逝，象人之妙，号为中兴。至若万国来庭，奉涂山之玉帛；百蛮朝贡，接应门之位序。折旋矩度，端簪奉笏之仪，魁诡谲怪，鼻饮头飞之俗，尽该毫末，备得人情。”二阎同在上品。《田舍》（屏风）十二扇，位置经略，冠绝古今。元和十三年，彦远大父相国镇太原，诏取之。《西域图》，王知慎亦拓之。《永徽朝臣图》《昭陵列像图》传于代。","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_53b3b5df","西域图","meso_阎立德","唐","地图/杂画","","Screen","十二扇","","《历代名画记》","卷九 唐朝上","李嗣真云：“博陵、大安，难兄难弟。自江左陆、谢云亡，北朝子华长逝，象人之妙，号为中兴。至若万国来庭，奉涂山之玉帛；百蛮朝贡，接应门之位序。折旋矩度，端簪奉笏之仪，魁诡谲怪，鼻饮头飞之俗，尽该毫末，备得人情。”二阎同在上品。《田舍》（屏风）十二扇，位置经略，冠绝古今。元和十三年，彦远大父相国镇太原，诏取之。《西域图》，王知慎亦拓之。《永徽朝臣图》《昭陵列像图》传于代。","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_b231dace","永徽朝臣图","meso_阎立德","唐","地图/杂画","","Screen","十二扇","","《历代名画记》","卷九 唐朝上","李嗣真云：“博陵、大安，难兄难弟。自江左陆、谢云亡，北朝子华长逝，象人之妙，号为中兴。至若万国来庭，奉涂山之玉帛；百蛮朝贡，接应门之位序。折旋矩度，端簪奉笏之仪，魁诡谲怪，鼻饮头飞之俗，尽该毫末，备得人情。”二阎同在上品。《田舍》（屏风）十二扇，位置经略，冠绝古今。元和十三年，彦远大父相国镇太原，诏取之。《西域图》，王知慎亦拓之。《永徽朝臣图》《昭陵列像图》传于代。","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_3e6fef85","昭陵列像图","meso_阎立德","唐","人物","","Screen","十二扇","","《历代名画记》","卷九 唐朝上","李嗣真云：“博陵、大安，难兄难弟。自江左陆、谢云亡，北朝子华长逝，象人之妙，号为中兴。至若万国来庭，奉涂山之玉帛；百蛮朝贡，接应门之位序。折旋矩度，端簪奉笏之仪，魁诡谲怪，鼻饮头飞之俗，尽该毫末，备得人情。”二阎同在上品。《田舍》（屏风）十二扇，位置经略，冠绝古今。元和十三年，彦远大父相国镇太原，诏取之。《西域图》，王知慎亦拓之。《永徽朝臣图》《昭陵列像图》传于代。","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_e76a5b34","昭陵列像","meso_阎立德","唐","人物","","Screen","十二扇","","《历代名画记》","卷九 唐朝上","李嗣真云：“博陵、大安，难兄难弟。自江左陆、谢云亡，北朝子华长逝，象人之妙，号为中兴。至若万国来庭，奉涂山之玉帛；百蛮朝贡，接应门之位序。折旋矩度，端簪奉笏之仪，魁诡谲怪，鼻饮头飞之俗，尽该毫末，备得人情。”二阎同在上品。《田舍》（屏风）十二扇，位置经略，冠绝古今。元和十三年，彦远大父相国镇太原，诏取之。《西域图》，王知慎亦拓之。《永徽朝臣图》《昭陵列像图》传于代。","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_455e0429","地狱","meso_张孝师","唐","佛教","","Scroll","","","《历代名画记》","卷九 唐朝上","张孝师，下品。为骠骑尉。尤善画地狱，气候幽默。孝师曾死复苏，具见冥中事，故备得之。吴道玄见其画，因号为“地狱变”。窦云：“迹简而粗，物情皆备。除谢、顾、陆、张、杨、田、董、展外，难可比俦也。”","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_efba18fa","风俗图","meso_张孝师","唐","佛教","","Scroll","","","《历代名画记》","卷九 唐朝上","范长寿，下品。师法于张僧繇，官至司徒校尉。《风俗图》《醉道士图》传于代。僧悰云：“博赡繁多，有所雅尚，至于位置，不烦经略。”窦云：“掣打捉笔，落纸如飞，虽乏窈窕，终是好手。”","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_45be0f70","醉道士图","meso_张孝师","唐","道教","","Scroll","","","《历代名画记》","卷九 唐朝上","范长寿，下品。师法于张僧繇，官至司徒校尉。《风俗图》《醉道士图》传于代。僧悰云：“博赡繁多，有所雅尚，至于位置，不烦经略。”窦云：“掣打捉笔，落纸如飞，虽乏窈窕，终是好手。”","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_c1424822","醉道士","meso_张孝师","唐","道教","","Scroll","","","《历代名画记》","卷九 唐朝上","范长寿，下品。师法于张僧繇，官至司徒校尉。《风俗图》《醉道士图》传于代。僧悰云：“博赡繁多，有所雅尚，至于位置，不烦经略。”窦云：“掣打捉笔，落纸如飞，虽乏窈窕，终是好手。”","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_951e6f9f","醉道士图","meso_何长寿","唐","道教","","Scroll","","","《历代名画记》","卷九 唐朝上","何长寿，与范同师法，但微劣于范。范、何并有《醉道士图》传于代，人云是僧繇所作，非也。刘竦《传记》云：“张僧繇为《醉僧图》，僧敛钱与立本，添冠子，改为道士。”殊不近理矣。","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_d5ac2623","醉僧图","meso_何长寿","唐","佛教","","Scroll","","","《历代名画记》","卷九 唐朝上","何长寿，与范同师法，但微劣于范。范、何并有《醉道士图》传于代，人云是僧繇所作，非也。刘竦《传记》云：“张僧繇为《醉僧图》，僧敛钱与立本，添冠子，改为道士。”殊不近理矣。","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_677707a0","不多","meso_刘孝师","唐","佛教","","Scroll","","","《历代名画记》","卷九 唐朝上","刘孝师。僧悰云：“点画不多，皆为枢要。鸟雀奇变，甚为酷似。”彦远云：“不止鸟雀，曾见画他物，皆好。”","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_c8758b36","他物","meso_刘孝师","唐","佛教","","Scroll","","","《历代名画记》","卷九 唐朝上","刘孝师。僧悰云：“点画不多，皆为枢要。鸟雀奇变，甚为酷似。”彦远云：“不止鸟雀，曾见画他物，皆好。”","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_be1b0786","本草训戒图","meso_王定","唐","地图/杂画","","Scroll","","","《历代名画记》","卷九 唐朝上","王定，官至中散大夫、尚方令。贞观初得名，笔迹甚快。《本草训戒图》传于代。僧悰云：“骨气不足，遒媚有余。菩萨圣僧，往往惊绝。”在张孝师上。彦远按：定画，骨气不甚长，既亡骨气，何故惊绝？","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_afc5dc85","“韶隐”","meso_王韶应","唐","神怪","","Scroll","","","《历代名画记》","卷九 唐朝上","王韶应，或作“韶隐”。画鬼神，深有气韵。窦云：“善山水、人马。”","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_06038dbb","游春戏艺图","meso_檀智敏","唐","人物","","Scroll","","","《历代名画记》","卷九 唐朝上","作品有《游春戏艺图》流传于世。","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_a236fb41","名家","meso_檀智敏","唐","人物","","Scroll","","","《历代名画记》","卷九 唐朝上","杨须跋、中品。赵武端、下品。范龙树、下品。周乌孙、下品。杨德绍，下品。以上五人，皆是唐朝初期的绘画名家。","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_40e46832","高祖及诸王图","meso_陈义","唐","人物","","Scroll","","","《历代名画记》","卷九 唐朝上","殷、殷季友、许琨、同州僧法明[1]，已上四人，并开元中善写貌，常在内庭画人物，海内知名，时钱国养未出。《唐朝七圣图》《高祖及诸王图》《太宗自定辇上图》《开元十八学士图》，并殷、韦无忝为之，传于代。","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_274bac39","太宗自定辇上图","meso_陈义","唐","佛教","","Scroll","","","《历代名画记》","卷九 唐朝上","殷、殷季友、许琨、同州僧法明[1]，已上四人，并开元中善写貌，常在内庭画人物，海内知名，时钱国养未出。《唐朝七圣图》《高祖及诸王图》《太宗自定辇上图》《开元十八学士图》，并殷、韦无忝为之，传于代。","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_8a83c143","开元十八学士图","meso_陈义","唐","人物","","Scroll","","","《历代名画记》","卷九 唐朝上","殷、殷季友、许琨、同州僧法明[1]，已上四人，并开元中善写貌，常在内庭画人物，海内知名，时钱国养未出。《唐朝七圣图》《高祖及诸王图》《太宗自定辇上图》《开元十八学士图》，并殷、韦无忝为之，传于代。","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_8ca19136","人手杂","meso_陈义","唐","人物","","Scroll","","","《历代名画记》","卷九 唐朝上","法明，开元十一年，敕令写貌，丽正殿诸学士，欲画像书赞于含象亭，以车驾东幸，遂停。初诏殷、季友、无忝等分貌之，粉本既成，迟回未上绢。张燕公以画人手杂，图不甚精，乃奏追法明，令独貌诸学士。法明尤工写貌，图成进之，上称善，藏其本于画院。后数年，上更索此图，所由惶惧，赖康子元先写得一本以进，上令却送画院，子元复自收之。子元卒，其子货之，莫知所在，今传拓本。张说、徐坚、贺知章、赵冬曦、康子元、侯行果、韦述、敬会真、赵玄默、东方颢、李子钊、吕向、毋煚、陆去泰、咸廙业、余钦、孙季良，都十七人，其官爵具韦述《集贤记》下卷。","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_d82fe48c","不甚精","meso_陈义","唐","人物","","Scroll","","","《历代名画记》","卷九 唐朝上","法明，开元十一年，敕令写貌，丽正殿诸学士，欲画像书赞于含象亭，以车驾东幸，遂停。初诏殷、季友、无忝等分貌之，粉本既成，迟回未上绢。张燕公以画人手杂，图不甚精，乃奏追法明，令独貌诸学士。法明尤工写貌，图成进之，上称善，藏其本于画院。后数年，上更索此图，所由惶惧，赖康子元先写得一本以进，上令却送画院，子元复自收之。子元卒，其子货之，莫知所在，今传拓本。张说、徐坚、贺知章、赵冬曦、康子元、侯行果、韦述、敬会真、赵玄默、东方颢、李子钊、吕向、毋煚、陆去泰、咸廙业、余钦、孙季良，都十七人，其官爵具韦述《集贤记》下卷。","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_d912ff04","诸学士","meso_陈义","唐","人物","","Scroll","","","《历代名画记》","卷九 唐朝上","法明，开元十一年，敕令写貌，丽正殿诸学士，欲画像书赞于含象亭，以车驾东幸，遂停。初诏殷、季友、无忝等分貌之，粉本既成，迟回未上绢。张燕公以画人手杂，图不甚精，乃奏追法明，令独貌诸学士。法明尤工写貌，图成进之，上称善，藏其本于画院。后数年，上更索此图，所由惶惧，赖康子元先写得一本以进，上令却送画院，子元复自收之。子元卒，其子货之，莫知所在，今传拓本。张说、徐坚、贺知章、赵冬曦、康子元、侯行果、韦述、敬会真、赵玄默、东方颢、李子钊、吕向、毋煚、陆去泰、咸廙业、余钦、孙季良，都十七人，其官爵具韦述《集贤记》下卷。","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_3ae69b0d","得一本以进","meso_陈义","唐","人物","","Scroll","","","《历代名画记》","卷九 唐朝上","法明，开元十一年，敕令写貌，丽正殿诸学士，欲画像书赞于含象亭，以车驾东幸，遂停。初诏殷、季友、无忝等分貌之，粉本既成，迟回未上绢。张燕公以画人手杂，图不甚精，乃奏追法明，令独貌诸学士。法明尤工写貌，图成进之，上称善，藏其本于画院。后数年，上更索此图，所由惶惧，赖康子元先写得一本以进，上令却送画院，子元复自收之。子元卒，其子货之，莫知所在，今传拓本。张说、徐坚、贺知章、赵冬曦、康子元、侯行果、韦述、敬会真、赵玄默、东方颢、李子钊、吕向、毋煚、陆去泰、咸廙业、余钦、孙季良，都十七人，其官爵具韦述《集贤记》下卷。","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_797fe46b","画史会要","meso_陈义","唐","佛教","","Scroll","","","《历代名画记》","卷九 唐朝上","[1]殷(shān)、殷季友、许琨、同州僧法明：明朱谋垔《画史会要》卷一：“殷、殷季友、许琨，三人与同州僧法明，于开元中并善写貌，常在内廷画人物，海内知名。”殷，《新唐书》作“殷”。殷季友，唐陈郡长平（今河南西华）人。开元年间，任秘书郎。《新唐书·儒学传》：“践猷弟季友，历秘书郎，善画。从父仲容。”其他人物信息不详。","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_e73730ac","新唐书·儒学传","meso_陈义","唐","人物","","Scroll","","","《历代名画记》","卷九 唐朝上","[1]殷(shān)、殷季友、许琨、同州僧法明：明朱谋垔《画史会要》卷一：“殷、殷季友、许琨，三人与同州僧法明，于开元中并善写貌，常在内廷画人物，海内知名。”殷，《新唐书》作“殷”。殷季友，唐陈郡长平（今河南西华）人。开元年间，任秘书郎。《新唐书·儒学传》：“践猷弟季友，历秘书郎，善画。从父仲容。”其他人物信息不详。","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_45f75770","史会要卷一","meso_陈义","唐","佛教","","Scroll","","","《历代名画记》","卷九 唐朝上","[1]殷(shān)、殷季友、许琨、同州僧法明：明朱谋垔《画史会要》卷一：“殷、殷季友、许琨，三人与同州僧法明，于开元中并善写貌，常在内廷画人物，海内知名。”殷，《新唐书》作“殷”。殷季友，唐陈郡长平（今河南西华）人。开元年间，任秘书郎。《新唐书·儒学传》：“践猷弟季友，历秘书郎，善画。从父仲容。”其他人物信息不详。","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_538f53d1","“殷”","meso_陈义","唐","佛教","","Scroll","","","《历代名画记》","卷九 唐朝上","[1]殷(shān)、殷季友、许琨、同州僧法明：明朱谋垔《画史会要》卷一：“殷、殷季友、许琨，三人与同州僧法明，于开元中并善写貌，常在内廷画人物，海内知名。”殷，《新唐书》作“殷”。殷季友，唐陈郡长平（今河南西华）人。开元年间，任秘书郎。《新唐书·儒学传》：“践猷弟季友，历秘书郎，善画。从父仲容。”其他人物信息不详。","","","","","","",""
"历代名画记_M3.1_作品实体表.csv","work_67897695","地狱佛像","meso_李生","唐","佛教","","Scroll","","","《历代名画记》","卷九 唐朝上","李生，失名，亦吴弟子。善画地狱佛像，有类于吴而稍劣。","","","","","","",""
